customer_id,payment_date,amount,payment_status
16,2022-04-12,99.99,Paid
16,2022-05-07,99.99,Paid
16,2022-06-25,99.99,Paid
16,2022-07-22,99.99,Paid
17,2023-10-26,29.99,Paid
17,2023-11-24,29.99,Paid
17,2023-12-25,29.99,Paid
18,2022-05-03,59.99,Paid
18,2022-06-10,59.99,Paid
18,2022-07-24,59.99,Paid
18,2022-08-16,59.99,Paid
18,2022-09-26,59.99,Paid
18,2022-10-01,59.99,Paid
18,2022-11-27,59.99,Paid
18,2022-12-04,59.99,Paid
18,2023-01-26,59.99,Paid
18,2023-02-18,59.99,Paid
18,2023-03-13,0.0,Failed
18,2023-04-28,59.99,Paid
18,2023-05-28,59.99,Paid
18,2023-06-27,59.99,Late
18,2023-07-22,59.99,Paid
18,2023-08-07,59.99,Paid
18,2023-09-11,59.99,Paid
18,2023-10-17,59.99,Paid
18,2023-11-11,59.99,Paid
18,2023-12-27,59.99,Paid
19,2023-10-20,99.99,Paid
19,2023-11-03,99.99,Paid
19,2023-12-25,99.99,Paid
20,2022-11-20,99.99,Paid
20,2022-12-25,99.99,Paid
20,2023-01-22,99.99,Paid
20,2023-02-13,99.99,Paid
20,2023-03-15,99.99,Paid
20,2023-04-06,99.99,Paid
20,2023-05-12,99.99,Paid
20,2023-06-20,99.99,Paid
20,2023-07-01,99.99,Paid
20,2023-08-26,99.99,Paid
20,2023-09-17,99.99,Paid
20,2023-10-09,99.99,Paid
20,2023-11-15,99.99,Paid
20,2023-12-03,99.99,Paid
21,2022-12-23,29.99,Paid
21,2023-01-03,29.99,Paid
21,2023-02-17,29.99,Paid
21,2023-03-04,29.99,Paid
21,2023-04-19,29.99,Paid
21,2023-05-02,29.99,Paid
21,2023-06-26,29.99,Paid
21,2023-07-15,29.99,Paid
21,2023-08-10,29.99,Paid
21,2023-09-28,29.99,Paid
21,2023-10-07,29.99,Paid
21,2023-11-05,29.99,Paid
21,2023-12-03,29.99,Paid
22,2023-05-09,59.99,Paid
22,2023-06-22,59.99,Paid
22,2023-07-12,59.99,Paid
22,2023-08-20,59.99,Paid
22,2023-09-01,59.99,Paid
22,2023-10-17,59.99,Paid
22,2023-11-27,59.99,Paid
22,2023-12-23,59.99,Paid
23,2023-02-23,59.99,Paid
23,2023-03-06,59.99,Paid
23,2023-04-26,59.99,Paid
23,2023-05-27,59.99,Paid
23,2023-06-16,59.99,Paid
23,2023-07-02,59.99,Paid
23,2023-08-13,59.99,Paid
23,2023-09-04,59.99,Paid
23,2023-10-19,59.99,Paid
23,2023-11-21,59.99,Paid
23,2023-12-28,59.99,Paid
24,2023-01-06,29.99,Paid
24,2023-02-14,29.99,Paid
24,2023-03-28,29.99,Paid
24,2023-04-11,29.99,Paid
24,2023-05-13,29.99,Paid
24,2023-06-15,29.99,Paid
24,2023-07-04,29.99,Paid
24,2023-08-03,29.99,Paid
24,2023-09-13,29.99,Paid
24,2023-10-10,29.99,Paid
24,2023-11-10,29.99,Paid
24,2023-12-12,29.99,Paid
25,2022-07-26,99.99,Paid
25,2022-08-08,99.99,Paid
25,2022-09-24,99.99,Paid
25,2022-10-04,99.99,Paid
25,2022-11-12,99.99,Paid
25,2022-12-15,99.99,Late
25,2023-01-13,99.99,Paid
25,2023-02-21,99.99,Paid
25,2023-03-11,99.99,Paid
25,2023-04-14,99.99,Paid
25,2023-05-01,99.99,Paid
25,2023-06-02,99.99,Paid
25,2023-07-08,99.99,Paid
25,2023-08-06,99.99,Paid
25,2023-09-12,99.99,Late
25,2023-10-23,99.99,Paid
25,2023-11-17,99.99,Paid
25,2023-12-23,99.99,Paid
26,2022-10-21,29.99,Paid
26,2022-11-21,29.99,Paid
26,2022-12-01,29.99,Late
26,2023-01-25,29.99,Paid
26,2023-02-04,29.99,Paid
26,2023-03-28,29.99,Paid
26,2023-04-24,29.99,Paid
26,2023-05-14,29.99,Paid
26,2023-06-18,29.99,Paid
26,2023-07-22,29.99,Paid
26,2023-08-14,29.99,Paid
26,2023-09-21,29.99,Paid
26,2023-10-13,29.99,Paid
26,2023-11-14,29.99,Paid
26,2023-12-11,0.0,Failed
27,2022-06-19,29.99,Late
27,2022-07-24,29.99,Paid
27,2022-08-28,29.99,Paid
27,2022-09-04,29.99,Late
27,2022-10-20,29.99,Paid
27,2022-11-03,29.99,Paid
27,2022-12-22,29.99,Paid
27,2023-01-06,29.99,Paid
27,2023-02-01,29.99,Paid
27,2023-03-05,29.99,Paid
27,2023-04-21,29.99,Paid
27,2023-05-20,29.99,Paid
27,2023-06-06,29.99,Paid
27,2023-07-02,29.99,Paid
27,2023-08-28,29.99,Late
27,2023-09-22,29.99,Paid
27,2023-10-19,29.99,Paid
27,2023-11-08,29.99,Late
27,2023-12-24,29.99,Paid
28,2023-04-22,29.99,Paid
28,2023-05-02,29.99,Paid
28,2023-06-23,29.99,Paid
28,2023-07-16,29.99,Paid
28,2023-08-08,29.99,Paid
28,2023-09-26,29.99,Paid
28,2023-10-24,29.99,Paid
28,2023-11-12,29.99,Paid
28,2023-12-08,29.99,Paid
29,2022-11-22,59.99,Late
29,2022-12-02,59.99,Paid
29,2023-01-19,59.99,Paid
29,2023-02-01,59.99,Paid
29,2023-03-07,59.99,Paid
29,2023-04-26,59.99,Paid
29,2023-05-02,59.99,Paid
29,2023-06-27,59.99,Paid
29,2023-07-10,59.99,Paid
29,2023-08-23,59.99,Paid
29,2023-09-04,59.99,Paid
29,2023-10-21,59.99,Paid
29,2023-11-23,0.0,Failed
29,2023-12-26,59.99,Late
30,2022-01-18,99.99,Paid
30,2022-02-12,99.99,Paid
30,2022-03-16,99.99,Paid
30,2022-04-20,99.99,Paid
30,2022-05-22,99.99,Paid
30,2022-06-27,99.99,Paid
30,2022-07-03,99.99,Paid
30,2022-08-19,99.99,Paid
30,2022-09-05,99.99,Paid
30,2022-10-26,99.99,Paid
30,2022-11-25,99.99,Paid
30,2022-12-04,99.99,Paid
30,2023-01-24,99.99,Paid
30,2023-02-06,99.99,Paid
30,2023-03-26,99.99,Late
30,2023-04-06,99.99,Paid
30,2023-05-10,99.99,Paid
30,2023-06-21,99.99,Paid
30,2023-07-19,99.99,Paid
30,2023-08-22,99.99,Paid
30,2023-09-26,99.99,Paid
30,2023-10-14,99.99,Paid
30,2023-11-16,99.99,Paid
30,2023-12-15,99.99,Paid
31,2022-09-17,29.99,Late
31,2022-10-14,29.99,Paid
31,2022-11-09,29.99,Paid
31,2022-12-24,29.99,Paid
31,2023-01-06,29.99,Paid
31,2023-02-05,29.99,Paid
31,2023-03-28,29.99,Paid
31,2023-04-15,29.99,Paid
31,2023-05-12,29.99,Paid
31,2023-06-11,29.99,Paid
31,2023-07-05,29.99,Paid
31,2023-08-14,29.99,Paid
31,2023-09-16,29.99,Paid
31,2023-10-02,29.99,Paid
31,2023-11-27,29.99,Paid
31,2023-12-03,29.99,Paid
32,2023-07-19,99.99,Paid
32,2023-08-22,99.99,Paid
32,2023-09-24,99.99,Paid
32,2023-10-19,99.99,Paid
32,2023-11-22,99.99,Paid
32,2023-12-01,99.99,Paid
33,2023-04-28,59.99,Paid
33,2023-05-23,59.99,Paid
33,2023-06-06,59.99,Paid
33,2023-07-17,59.99,Paid
33,2023-08-01,59.99,Paid
33,2023-09-21,59.99,Paid
33,2023-10-20,59.99,Paid
33,2023-11-19,59.99,Paid
33,2023-12-14,59.99,Paid
34,2022-02-15,29.99,Paid
34,2022-03-17,29.99,Late
34,2022-04-11,29.99,Paid
34,2022-05-27,29.99,Paid
34,2022-06-09,29.99,Paid
34,2022-07-16,29.99,Paid
34,2022-08-05,29.99,Paid
34,2022-09-24,29.99,Paid
34,2022-10-20,29.99,Paid
34,2022-11-19,29.99,Paid
34,2022-12-13,29.99,Paid
34,2023-01-09,29.99,Paid
34,2023-02-17,29.99,Paid
34,2023-03-03,29.99,Paid
34,2023-04-17,29.99,Paid
34,2023-05-10,29.99,Paid
34,2023-06-09,29.99,Paid
34,2023-07-07,29.99,Paid
34,2023-08-12,29.99,Paid
34,2023-09-16,29.99,Paid
34,2023-10-13,0.0,Failed
34,2023-11-04,29.99,Paid
34,2023-12-01,29.99,Paid
35,2023-05-09,59.99,Paid
35,2023-06-19,59.99,Paid
35,2023-07-27,59.99,Paid
35,2023-08-02,59.99,Paid
35,2023-09-17,59.99,Paid
35,2023-10-21,59.99,Late
35,2023-11-21,59.99,Paid
35,2023-12-03,59.99,Paid
36,2023-11-16,29.99,Paid
36,2023-12-05,29.99,Paid
37,2023-04-18,99.99,Paid
37,2023-05-17,99.99,Paid
37,2023-06-24,99.99,Paid
37,2023-07-05,99.99,Paid
37,2023-08-26,99.99,Paid
37,2023-09-21,99.99,Paid
37,2023-10-04,99.99,Paid
37,2023-11-20,99.99,Paid
37,2023-12-22,99.99,Paid
38,2023-12-13,29.99,Paid
39,2022-07-12,29.99,Paid
39,2022-08-03,29.99,Paid
39,2022-09-03,29.99,Paid
39,2022-10-05,29.99,Paid
39,2022-11-22,29.99,Paid
39,2022-12-21,29.99,Paid
39,2023-01-09,29.99,Paid
39,2023-02-06,29.99,Paid
39,2023-03-24,29.99,Paid
39,2023-04-17,29.99,Paid
39,2023-05-15,29.99,Paid
39,2023-06-19,29.99,Paid
39,2023-07-22,29.99,Paid
39,2023-08-16,29.99,Paid
39,2023-09-15,29.99,Paid
39,2023-10-15,29.99,Paid
39,2023-11-01,29.99,Paid
39,2023-12-14,29.99,Paid
40,2023-11-13,29.99,Paid
40,2023-12-23,29.99,Paid
41,2023-07-26,59.99,Paid
41,2023-08-08,59.99,Paid
41,2023-09-07,59.99,Late
41,2023-10-21,59.99,Paid
41,2023-11-23,59.99,Paid
41,2023-12-20,59.99,Paid
42,2023-07-21,29.99,Paid
42,2023-08-23,29.99,Paid
42,2023-09-24,29.99,Paid
42,2023-10-06,29.99,Paid
42,2023-11-12,29.99,Paid
42,2023-12-19,29.99,Paid
43,2022-09-19,29.99,Paid
43,2022-10-05,29.99,Paid
43,2022-11-25,29.99,Paid
43,2022-12-12,29.99,Paid
43,2023-01-20,29.99,Paid
43,2023-02-16,29.99,Paid
43,2023-03-14,29.99,Paid
43,2023-04-02,29.99,Paid
43,2023-05-01,29.99,Paid
43,2023-06-03,29.99,Paid
43,2023-07-22,29.99,Paid
43,2023-08-21,29.99,Paid
43,2023-09-04,0.0,Failed
43,2023-10-11,29.99,Paid
43,2023-11-23,29.99,Paid
43,2023-12-27,29.99,Paid
44,2023-05-05,29.99,Paid
44,2023-06-12,29.99,Paid
44,2023-07-08,29.99,Paid
44,2023-08-04,29.99,Paid
44,2023-09-13,29.99,Paid
44,2023-10-09,29.99,Paid
44,2023-11-28,29.99,Paid
44,2023-12-25,29.99,Paid
45,2022-05-21,29.99,Paid
45,2022-06-06,29.99,Paid
45,2022-07-18,29.99,Paid
45,2022-08-24,29.99,Paid
45,2022-09-26,29.99,Paid
45,2022-10-18,29.99,Paid
45,2022-11-06,29.99,Paid
45,2022-12-06,29.99,Paid
45,2023-01-27,29.99,Paid
45,2023-02-19,29.99,Paid
45,2023-03-11,29.99,Paid
45,2023-04-15,29.99,Paid
45,2023-05-18,29.99,Paid
45,2023-06-05,0.0,Failed
45,2023-07-10,29.99,Late
45,2023-08-05,29.99,Paid
45,2023-09-04,0.0,Failed
45,2023-10-25,29.99,Paid
45,2023-11-03,29.99,Paid
45,2023-12-27,29.99,Paid
46,2023-04-22,59.99,Paid
46,2023-05-03,59.99,Paid
46,2023-06-23,59.99,Paid
46,2023-07-10,59.99,Paid
46,2023-08-16,59.99,Paid
46,2023-09-04,59.99,Paid
46,2023-10-27,59.99,Paid
46,2023-11-10,59.99,Paid
46,2023-12-20,59.99,Late
47,2023-10-10,29.99,Late
47,2023-11-04,29.99,Late
47,2023-12-05,29.99,Paid
48,2022-01-16,59.99,Paid
48,2022-02-22,59.99,Paid
48,2022-03-08,59.99,Paid
48,2022-04-27,59.99,Paid
48,2022-05-22,59.99,Paid
49,2022-06-21,29.99,Paid
49,2022-07-17,29.99,Paid
49,2022-08-27,29.99,Paid
49,2022-09-09,29.99,Late
49,2022-10-03,29.99,Paid
49,2022-11-01,29.99,Paid
49,2022-12-04,29.99,Paid
49,2023-01-27,29.99,Paid
49,2023-02-21,29.99,Paid
49,2023-03-03,29.99,Paid
49,2023-04-04,29.99,Paid
49,2023-05-08,29.99,Paid
49,2023-06-19,29.99,Paid
49,2023-07-12,29.99,Paid
49,2023-08-01,29.99,Paid
49,2023-09-01,29.99,Paid
49,2023-10-02,29.99,Paid
49,2023-11-07,29.99,Paid
49,2023-12-24,29.99,Paid
50,2022-10-08,29.99,Paid
50,2022-11-05,29.99,Paid
50,2022-12-17,29.99,Paid
50,2023-01-25,29.99,Late
50,2023-02-26,29.99,Paid
51,2023-01-12,99.99,Paid
51,2023-02-22,99.99,Paid
51,2023-03-16,99.99,Paid
51,2023-04-04,0.0,Failed
51,2023-05-02,99.99,Paid
51,2023-06-07,99.99,Paid
51,2023-07-13,99.99,Paid
51,2023-08-10,99.99,Paid
51,2023-09-27,99.99,Paid
51,2023-10-07,99.99,Paid
51,2023-11-01,0.0,Failed
51,2023-12-18,99.99,Late
52,2023-08-16,29.99,Paid
52,2023-09-13,29.99,Paid
52,2023-10-27,29.99,Paid
52,2023-11-06,29.99,Paid
52,2023-12-05,29.99,Paid
53,2022-11-11,59.99,Paid
53,2022-12-11,59.99,Paid
53,2023-01-04,59.99,Late
53,2023-02-28,59.99,Late
53,2023-03-01,59.99,Paid
53,2023-04-28,59.99,Paid
53,2023-05-03,59.99,Paid
53,2023-06-26,59.99,Paid
53,2023-07-05,59.99,Paid
53,2023-08-01,59.99,Paid
53,2023-09-05,59.99,Paid
53,2023-10-25,59.99,Paid
53,2023-11-23,59.99,Paid
53,2023-12-12,59.99,Paid
54,2022-01-28,29.99,Paid
54,2022-02-07,29.99,Paid
54,2022-03-09,29.99,Paid
54,2022-04-15,29.99,Paid
54,2022-05-01,29.99,Paid
54,2022-06-07,29.99,Paid
54,2022-07-17,29.99,Paid
54,2022-08-27,29.99,Paid
54,2022-09-28,29.99,Paid
54,2022-10-25,29.99,Paid
54,2022-11-07,29.99,Paid
54,2022-12-03,29.99,Paid
54,2023-01-22,29.99,Late
54,2023-02-20,29.99,Paid
54,2023-03-15,29.99,Paid
54,2023-04-08,29.99,Paid
54,2023-05-26,29.99,Paid
54,2023-06-17,29.99,Paid
54,2023-07-16,29.99,Paid
54,2023-08-13,29.99,Paid
54,2023-09-19,0.0,Failed
54,2023-10-28,29.99,Paid
54,2023-11-21,29.99,Paid
54,2023-12-10,29.99,Paid
55,2022-08-08,59.99,Paid
55,2022-09-12,59.99,Paid
55,2022-10-18,59.99,Paid
55,2022-11-06,59.99,Paid
55,2022-12-13,59.99,Paid
55,2023-01-07,59.99,Paid
55,2023-02-23,59.99,Paid
55,2023-03-01,59.99,Paid
55,2023-04-18,59.99,Late
55,2023-05-07,59.99,Paid
55,2023-06-22,59.99,Paid
55,2023-07-27,0.0,Failed
55,2023-08-20,59.99,Paid
55,2023-09-28,0.0,Failed
55,2023-10-23,59.99,Paid
55,2023-11-21,59.99,Paid
55,2023-12-19,59.99,Paid
56,2022-12-19,59.99,Paid
56,2023-01-27,59.99,Paid
56,2023-02-10,59.99,Paid
56,2023-03-18,59.99,Paid
56,2023-04-27,59.99,Late
56,2023-05-07,59.99,Paid
56,2023-06-15,59.99,Paid
56,2023-07-20,59.99,Paid
56,2023-08-13,59.99,Paid
56,2023-09-11,59.99,Paid
56,2023-10-08,59.99,Late
56,2023-11-14,59.99,Paid
56,2023-12-16,59.99,Paid
57,2023-07-19,29.99,Paid
57,2023-08-14,29.99,Paid
57,2023-09-19,29.99,Paid
57,2023-10-27,29.99,Paid
57,2023-11-05,29.99,Paid
57,2023-12-24,29.99,Paid
58,2022-12-04,99.99,Paid
58,2023-01-24,99.99,Paid
58,2023-02-28,99.99,Paid
58,2023-03-14,99.99,Paid
58,2023-04-10,99.99,Paid
58,2023-05-13,99.99,Paid
58,2023-06-10,99.99,Paid
58,2023-07-09,99.99,Paid
58,2023-08-09,99.99,Paid
58,2023-09-03,99.99,Paid
58,2023-10-08,99.99,Paid
58,2023-11-22,99.99,Paid
58,2023-12-06,99.99,Paid
59,2022-04-03,59.99,Paid
59,2022-05-08,59.99,Paid
59,2022-06-10,59.99,Paid
59,2022-07-05,59.99,Paid
59,2022-08-26,59.99,Paid
59,2022-09-10,59.99,Paid
59,2022-10-01,59.99,Paid
59,2022-11-27,59.99,Paid
59,2022-12-28,0.0,Failed
59,2023-01-17,59.99,Paid
59,2023-02-18,59.99,Paid
59,2023-03-09,59.99,Paid
59,2023-04-01,59.99,Paid
59,2023-05-15,59.99,Paid
59,2023-06-27,59.99,Paid
59,2023-07-11,59.99,Paid
59,2023-08-21,59.99,Paid
59,2023-09-05,59.99,Late
59,2023-10-19,59.99,Paid
59,2023-11-17,59.99,Paid
59,2023-12-05,59.99,Paid
60,2023-01-26,29.99,Paid
60,2023-02-28,29.99,Paid
60,2023-03-27,29.99,Paid
60,2023-04-18,29.99,Paid
60,2023-05-14,29.99,Paid
60,2023-06-19,29.99,Paid
60,2023-07-15,29.99,Late
60,2023-08-23,29.99,Paid
60,2023-09-25,29.99,Paid
60,2023-10-20,29.99,Paid
60,2023-11-15,29.99,Paid
60,2023-12-24,29.99,Paid
61,2023-03-15,59.99,Paid
61,2023-04-18,59.99,Paid
61,2023-05-21,59.99,Paid
61,2023-06-11,59.99,Late
61,2023-07-22,59.99,Paid
61,2023-08-20,59.99,Paid
61,2023-09-22,59.99,Paid
61,2023-10-16,59.99,Paid
61,2023-11-17,59.99,Paid
61,2023-12-14,59.99,Paid
62,2023-03-17,29.99,Paid
62,2023-04-02,29.99,Paid
62,2023-05-25,29.99,Paid
62,2023-06-19,29.99,Paid
62,2023-07-20,29.99,Paid
62,2023-08-17,29.99,Paid
62,2023-09-06,29.99,Paid
62,2023-10-04,29.99,Paid
62,2023-11-02,29.99,Paid
62,2023-12-09,29.99,Paid
63,2023-05-16,29.99,Paid
63,2023-06-07,29.99,Paid
63,2023-07-06,29.99,Paid
63,2023-08-06,29.99,Paid
63,2023-09-05,29.99,Paid
63,2023-10-10,29.99,Paid
63,2023-11-24,29.99,Paid
63,2023-12-11,29.99,Paid
64,2022-02-27,29.99,Paid
64,2022-03-15,29.99,Paid
64,2022-04-10,29.99,Paid
64,2022-05-09,29.99,Paid
64,2022-06-12,29.99,Paid
64,2022-07-26,29.99,Late
64,2022-08-10,29.99,Paid
64,2022-09-27,29.99,Paid
64,2022-10-23,29.99,Paid
64,2022-11-17,29.99,Paid
64,2022-12-26,29.99,Paid
64,2023-01-23,29.99,Paid
64,2023-02-04,29.99,Paid
64,2023-03-05,29.99,Paid
64,2023-04-04,29.99,Paid
64,2023-05-13,29.99,Paid
64,2023-06-04,29.99,Paid
64,2023-07-19,29.99,Paid
64,2023-08-04,29.99,Paid
64,2023-09-22,29.99,Paid
64,2023-10-10,29.99,Paid
64,2023-11-19,29.99,Paid
64,2023-12-02,29.99,Paid
65,2022-07-21,29.99,Paid
65,2022-08-07,29.99,Paid
65,2022-09-21,29.99,Paid
65,2022-10-26,29.99,Paid
65,2022-11-24,29.99,Paid
65,2022-12-11,29.99,Paid
65,2023-01-26,29.99,Paid
65,2023-02-04,29.99,Paid
65,2023-03-15,29.99,Paid
65,2023-04-10,29.99,Paid
65,2023-05-06,29.99,Paid
65,2023-06-04,29.99,Paid
65,2023-07-06,29.99,Paid
65,2023-08-14,29.99,Paid
65,2023-09-23,29.99,Paid
65,2023-10-09,29.99,Paid
65,2023-11-23,29.99,Paid
65,2023-12-03,0.0,Failed
66,2022-03-03,59.99,Paid
66,2022-04-02,59.99,Paid
66,2022-05-20,59.99,Paid
66,2022-06-16,59.99,Paid
66,2022-07-15,59.99,Paid
66,2022-08-16,59.99,Paid
66,2022-09-12,59.99,Paid
66,2022-10-19,59.99,Paid
66,2022-11-22,59.99,Late
66,2022-12-08,59.99,Paid
66,2023-01-20,59.99,Paid
66,2023-02-10,59.99,Late
66,2023-03-14,59.99,Paid
66,2023-04-08,59.99,Paid
66,2023-05-04,59.99,Paid
66,2023-06-21,59.99,Paid
66,2023-07-22,59.99,Paid
66,2023-08-07,59.99,Paid
66,2023-09-23,59.99,Paid
66,2023-10-19,59.99,Paid
66,2023-11-20,59.99,Paid
66,2023-12-22,59.99,Paid
67,2023-07-09,29.99,Paid
67,2023-08-27,29.99,Paid
67,2023-09-17,29.99,Paid
67,2023-10-18,29.99,Late
67,2023-11-18,29.99,Paid
67,2023-12-28,29.99,Paid
68,2023-01-04,29.99,Paid
68,2023-02-09,29.99,Paid
68,2023-03-04,29.99,Paid
68,2023-04-26,29.99,Paid
68,2023-05-24,29.99,Paid
68,2023-06-25,29.99,Paid
68,2023-07-07,29.99,Paid
68,2023-08-20,29.99,Paid
68,2023-09-01,29.99,Paid
