customer_id,usage_month,sessions,minutes_used
13,2023-08-01,33,685
13,2023-09-01,29,596
13,2023-10-01,36,729
13,2023-11-01,20,419
13,2023-12-01,20,295
14,2022-03-01,23,418
14,2022-04-01,27,433
14,2022-05-01,21,425
14,2022-06-01,25,514
14,2022-07-01,18,453
14,2022-08-01,23,520
14,2022-09-01,27,485
14,2022-10-01,23,463
14,2022-11-01,19,386
14,2022-12-01,24,365
14,2023-01-01,22,403
14,2023-02-01,20,477
14,2023-03-01,20,608
14,2023-04-01,30,467
14,2023-05-01,21,430
14,2023-06-01,22,507
14,2023-07-01,20,389
14,2023-08-01,16,296
14,2023-09-01,0,273
15,2023-01-01,13,227
15,2023-02-01,17,82
15,2023-03-01,10,231
15,2023-04-01,4,177
15,2023-05-01,10,321
15,2023-06-01,12,323
15,2023-07-01,9,168
15,2023-08-01,4,221
15,2023-09-01,3,59
16,2022-04-01,20,527
16,2022-05-01,18,507
16,2022-06-01,14,352
16,2022-07-01,6,119
17,2023-10-01,5,244
17,2023-11-01,17,210
17,2023-12-01,21,209
18,2022-05-01,16,429
18,2022-06-01,17,426
18,2022-07-01,23,557
18,2022-08-01,21,407
18,2022-09-01,7,401
18,2022-10-01,24,583
18,2022-11-01,24,536
18,2022-12-01,17,425
18,2023-01-01,19,499
18,2023-02-01,20,508
18,2023-03-01,22,547
18,2023-04-01,22,475
18,2023-05-01,23,565
18,2023-06-01,23,494
18,2023-07-01,25,529
18,2023-08-01,20,493
18,2023-09-01,20,538
18,2023-10-01,15,446
18,2023-11-01,22,540
18,2023-12-01,23,436
19,2023-10-01,29,614
19,2023-11-01,32,599
19,2023-12-01,39,524
20,2022-11-01,30,643
20,2022-12-01,29,654
20,2023-01-01,23,605
20,2023-02-01,33,596
20,2023-03-01,38,624
20,2023-04-01,34,594
20,2023-05-01,35,722
20,2023-06-01,31,602
20,2023-07-01,31,625
20,2023-08-01,25,605
20,2023-09-01,29,706
20,2023-10-01,38,754
20,2023-11-01,32,712
20,2023-12-01,36,683
21,2022-12-01,7,208
21,2023-01-01,12,252
21,2023-02-01,7,227
21,2023-03-01,16,306
21,2023-04-01,13,354
21,2023-05-01,19,236
21,2023-06-01,15,336
21,2023-07-01,15,193
21,2023-08-01,11,352
21,2023-09-01,13,339
21,2023-10-01,19,377
21,2023-11-01,14,263
21,2023-12-01,13,297
22,2023-05-01,17,302
22,2023-06-01,22,344
22,2023-07-01,19,561
22,2023-08-01,21,510
22,2023-09-01,21,412
22,2023-10-01,24,457
22,2023-11-01,18,567
22,2023-12-01,16,500
23,2023-02-01,24,357
23,2023-03-01,22,379
23,2023-04-01,22,381
23,2023-05-01,21,455
23,2023-06-01,26,524
23,2023-07-01,25,570
23,2023-08-01,26,455
23,2023-09-01,23,423
23,2023-10-01,24,512
23,2023-11-01,16,416
23,2023-12-01,17,371
24,2023-01-01,16,374
24,2023-02-01,18,305
24,2023-03-01,14,253
24,2023-04-01,6,264
24,2023-05-01,15,310
24,2023-06-01,16,254
24,2023-07-01,12,301
24,2023-08-01,9,202
24,2023-09-01,14,240
24,2023-10-01,12,259
24,2023-11-01,11,215
24,2023-12-01,10,259
25,2022-07-01,28,735
25,2022-08-01,22,716
25,2022-09-01,22,646
25,2022-10-01,36,586
25,2022-11-01,25,632
25,2022-12-01,30,652
25,2023-01-01,33,600
25,2023-02-01,32,671
25,2023-03-01,23,553
25,2023-04-01,33,769
25,2023-05-01,35,774
25,2023-06-01,29,660
25,2023-07-01,32,635
25,2023-08-01,23,694
25,2023-09-01,30,775
25,2023-10-01,31,694
25,2023-11-01,30,617
25,2023-12-01,31,695
26,2022-10-01,12,286
26,2022-11-01,15,203
26,2022-12-01,15,307
26,2023-01-01,8,162
26,2023-02-01,9,163
26,2023-03-01,14,232
26,2023-04-01,13,262
26,2023-05-01,10,294
26,2023-06-01,8,247
26,2023-07-01,16,276
26,2023-08-01,9,286
26,2023-09-01,3,272
26,2023-10-01,17,65
26,2023-11-01,13,297
26,2023-12-01,16,241
27,2022-06-01,8,265
27,2022-07-01,11,155
27,2022-08-01,7,233
27,2022-09-01,13,216
27,2022-10-01,10,214
27,2022-11-01,15,307
27,2022-12-01,18,249
27,2023-01-01,11,245
27,2023-02-01,11,292
27,2023-03-01,15,333
27,2023-04-01,9,266
27,2023-05-01,13,212
27,2023-06-01,17,300
27,2023-07-01,14,224
27,2023-08-01,16,239
27,2023-09-01,13,347
27,2023-10-01,10,278
27,2023-11-01,13,284
27,2023-12-01,11,279
28,2023-04-01,7,133
28,2023-05-01,16,199
28,2023-06-01,11,242
28,2023-07-01,8,250
28,2023-08-01,9,280
28,2023-09-01,12,217
28,2023-10-01,9,184
28,2023-11-01,1,202
28,2023-12-01,6,18
29,2022-11-01,14,434
29,2022-12-01,21,325
29,2023-01-01,24,471
29,2023-02-01,17,338
29,2023-03-01,23,347
29,2023-04-01,21,523
29,2023-05-01,18,433
29,2023-06-01,29,494
29,2023-07-01,25,337
29,2023-08-01,16,404
29,2023-09-01,18,470
29,2023-10-01,23,526
29,2023-11-01,21,318
29,2023-12-01,18,240
30,2022-01-01,36,672
30,2022-02-01,24,635
30,2022-03-01,32,664
30,2022-04-01,31,601
30,2022-05-01,32,689
30,2022-06-01,38,595
30,2022-07-01,32,589
30,2022-08-01,33,683
30,2022-09-01,35,660
30,2022-10-01,34,665
30,2022-11-01,31,778
30,2022-12-01,32,637
30,2023-01-01,27,622
30,2023-02-01,27,555
30,2023-03-01,29,671
30,2023-04-01,26,606
30,2023-05-01,31,702
30,2023-06-01,33,747
30,2023-07-01,26,706
30,2023-08-01,28,769
30,2023-09-01,27,675
30,2023-10-01,32,757
30,2023-11-01,26,668
30,2023-12-01,37,656
31,2022-09-01,11,322
31,2022-10-01,9,214
31,2022-11-01,8,277
31,2022-12-01,14,349
31,2023-01-01,13,312
31,2023-02-01,4,201
31,2023-03-01,13,182
31,2023-04-01,9,201
31,2023-05-01,8,275
31,2023-06-01,7,346
31,2023-07-01,12,244
31,2023-08-01,11,325
31,2023-09-01,14,283
31,2023-10-01,9,266
31,2023-11-01,12,327
31,2023-12-01,11,302
32,2023-07-01,29,618
32,2023-08-01,23,676
32,2023-09-01,25,593
32,2023-10-01,27,734
32,2023-11-01,33,723
32,2023-12-01,32,682
33,2023-04-01,15,491
33,2023-05-01,22,368
33,2023-06-01,26,497
33,2023-07-01,27,414
33,2023-08-01,24,520
33,2023-09-01,15,376
33,2023-10-01,23,466
33,2023-11-01,25,444
33,2023-12-01,25,500
34,2022-02-01,15,208
34,2022-03-01,10,227
34,2022-04-01,12,231
34,2022-05-01,15,201
34,2022-06-01,14,313
34,2022-07-01,15,399
34,2022-08-01,20,320
34,2022-09-01,14,307
34,2022-10-01,8,262
34,2022-11-01,19,347
34,2022-12-01,9,270
34,2023-01-01,9,212
34,2023-02-01,10,280
34,2023-03-01,12,144
34,2023-04-01,23,226
34,2023-05-01,12,161
34,2023-06-01,12,309
34,2023-07-01,17,273
34,2023-08-01,11,229
34,2023-09-01,14,314
34,2023-10-01,16,293
34,2023-11-01,16,196
34,2023-12-01,12,209
35,2023-05-01,24,371
35,2023-06-01,21,483
35,2023-07-01,24,454
35,2023-08-01,26,452
35,2023-09-01,20,407
35,2023-10-01,27,453
35,2023-11-01,29,425
35,2023-12-01,16,498
36,2023-11-01,11,288
36,2023-12-01,8,333
37,2023-04-01,27,625
37,2023-05-01,26,599
37,2023-06-01,29,695
37,2023-07-01,37,608
37,2023-08-01,30,673
37,2023-09-01,24,606
37,2023-10-01,30,685
37,2023-11-01,27,677
37,2023-12-01,32,601
38,2023-12-01,10,301
39,2022-07-01,11,211
39,2022-08-01,7,254
39,2022-09-01,10,283
39,2022-10-01,17,371
39,2022-11-01,13,254
39,2022-12-01,14,370
39,2023-01-01,10,273
39,2023-02-01,14,267
39,2023-03-01,7,218
39,2023-04-01,16,280
39,2023-05-01,13,285
39,2023-06-01,18,256
39,2023-07-01,16,316
39,2023-08-01,10,293
39,2023-09-01,18,216
39,2023-10-01,12,247
39,2023-11-01,16,314
39,2023-12-01,10,281
40,2023-11-01,13,128
40,2023-12-01,4,257
41,2023-07-01,19,322
41,2023-08-01,16,382
41,2023-09-01,18,394
41,2023-10-01,23,370
41,2023-11-01,27,424
41,2023-12-01,30,384
42,2023-07-01,1,348
42,2023-08-01,16,410
42,2023-09-01,7,230
42,2023-10-01,10,255
42,2023-11-01,9,405
42,2023-12-01,10,245
43,2022-09-01,12,303
43,2022-10-01,11,290
43,2022-11-01,12,216
43,2022-12-01,16,328
43,2023-01-01,14,268
43,2023-02-01,11,272
43,2023-03-01,13,335
43,2023-04-01,14,189
43,2023-05-01,11,395
43,2023-06-01,16,258
43,2023-07-01,8,367
43,2023-08-01,17,299
43,2023-09-01,7,200
43,2023-10-01,16,252
43,2023-11-01,13,239
43,2023-12-01,13,361
44,2023-05-01,11,198
44,2023-06-01,12,337
44,2023-07-01,13,295
44,2023-08-01,11,343
44,2023-09-01,14,268
44,2023-10-01,10,261
44,2023-11-01,21,294
44,2023-12-01,16,216
45,2022-05-01,13,324
45,2022-06-01,16,275
45,2022-07-01,16,245
45,2022-08-01,12,300
45,2022-09-01,13,294
45,2022-10-01,12,242
45,2022-11-01,12,189
45,2022-12-01,15,291
45,2023-01-01,13,405
45,2023-02-01,7,296
45,2023-03-01,10,347
45,2023-04-01,13,194
45,2023-05-01,19,255
45,2023-06-01,12,268
45,2023-07-01,18,282
45,2023-08-01,15,311
45,2023-09-01,16,255
45,2023-10-01,16,257
45,2023-11-01,8,172
45,2023-12-01,10,316
46,2023-04-01,16,464
46,2023-05-01,14,547
46,2023-06-01,20,447
46,2023-07-01,20,500
46,2023-08-01,15,466
46,2023-09-01,20,488
46,2023-10-01,21,532
46,2023-11-01,27,406
46,2023-12-01,10,545
47,2023-10-01,14,86
47,2023-11-01,16,235
47,2023-12-01,15,180
48,2022-01-01,23,434
48,2022-02-01,18,360
48,2022-03-01,18,282
48,2022-04-01,10,174
48,2022-05-01,0,121
49,2022-06-01,5,287
49,2022-07-01,15,302
49,2022-08-01,14,302
49,2022-09-01,11,310
49,2022-10-01,7,185
49,2022-11-01,16,332
49,2022-12-01,18,65
49,2023-01-01,13,296
49,2023-02-01,14,379
49,2023-03-01,16,294
49,2023-04-01,15,250
49,2023-05-01,17,235
49,2023-06-01,17,384
49,2023-07-01,10,239
49,2023-08-01,9,187
49,2023-09-01,14,325
49,2023-10-01,20,229
49,2023-11-01,14,266
49,2023-12-01,12,189
50,2022-10-01,13,229
50,2022-11-01,6,249
50,2022-12-01,4,201
50,2023-01-01,0,88
50,2023-02-01,6,191
51,2023-01-01,27,611
51,2023-02-01,29,559
51,2023-03-01,32,555
51,2023-04-01,23,646
51,2023-05-01,29,664
51,2023-06-01,31,629
51,2023-07-01,33,668
51,2023-08-01,28,713
51,2023-09-01,32,689
51,2023-10-01,36,734
51,2023-11-01,32,706
51,2023-12-01,27,622
52,2023-08-01,18,299
52,2023-09-01,11,298
52,2023-10-01,13,100
52,2023-11-01,11,217
52,2023-12-01,16,235
53,2022-11-01,19,507
53,2022-12-01,20,504
53,2023-01-01,18,330
53,2023-02-01,17,299
53,2023-03-01,19,540
53,2023-04-01,22,401
53,2023-05-01,22,480
53,2023-06-01,29,351
53,2023-07-01,19,530
53,2023-08-01,22,337
53,2023-09-01,20,532
53,2023-10-01,23,480
53,2023-11-01,24,415
53,2023-12-01,24,495
54,2022-01-01,10,265
54,2022-02-01,11,224
54,2022-03-01,14,342
54,2022-04-01,18,114
54,2022-05-01,10,195
54,2022-06-01,9,269
54,2022-07-01,9,307
54,2022-08-01,15,348
54,2022-09-01,21,326
54,2022-10-01,17,333
54,2022-11-01,12,252
54,2022-12-01,14,250
54,2023-01-01,13,272
54,2023-02-01,15,223
54,2023-03-01,12,229
54,2023-04-01,10,263
54,2023-05-01,11,136
54,2023-06-01,12,307
54,2023-07-01,10,283
54,2023-08-01,15,356
54,2023-09-01,17,315
54,2023-10-01,10,300
54,2023-11-01,11,227
54,2023-12-01,14,325
55,2022-08-01,26,380
55,2022-09-01,17,387
55,2022-10-01,22,533
55,2022-11-01,23,507
55,2022-12-01,26,497
55,2023-01-01,14,444
55,2023-02-01,26,502
55,2023-03-01,25,512
55,2023-04-01,23,376
55,2023-05-01,16,451
55,2023-06-01,23,489
55,2023-07-01,24,532
55,2023-08-01,22,440
55,2023-09-01,21,536
55,2023-10-01,24,550
55,2023-11-01,26,591
55,2023-12-01,19,460
56,2022-12-01,16,511
56,2023-01-01,14,344
56,2023-02-01,19,261
56,2023-03-01,18,452
56,2023-04-01,22,492
56,2023-05-01,16,514
56,2023-06-01,24,417
56,2023-07-01,21,394
56,2023-08-01,18,654
56,2023-09-01,24,532
56,2023-10-01,20,461
56,2023-11-01,23,514
56,2023-12-01,24,449
57,2023-07-01,12,251
57,2023-08-01,14,254
57,2023-09-01,13,268
57,2023-10-01,11,336
57,2023-11-01,10,242
57,2023-12-01,11,234
58,2022-12-01,24,522
58,2023-01-01,27,631
58,2023-02-01,28,573
58,2023-03-01,29,562
58,2023-04-01,29,710
58,2023-05-01,30,621
58,2023-06-01,32,673
58,2023-07-01,36,680
58,2023-08-01,31,650
58,2023-09-01,36,668
58,2023-10-01,32,629
58,2023-11-01,38,769
58,2023-12-01,22,723
59,2022-04-01,19,433
59,2022-05-01,18,478
59,2022-06-01,25,403
59,2022-07-01,21,394
59,2022-08-01,17,494
59,2022-09-01,27,493
59,2022-10-01,27,511
59,2022-11-01,19,414
59,2022-12-01,24,552
59,2023-01-01,22,397
59,2023-02-01,21,506
59,2023-03-01,22,342
59,2023-04-01,20,489
59,2023-05-01,24,515
59,2023-06-01,22,475
59,2023-07-01,27,441
59,2023-08-01,17,506
59,2023-09-01,21,510
59,2023-10-01,19,462
59,2023-11-01,24,482
59,2023-12-01,19,415
60,2023-01-01,8,297
60,2023-02-01,14,361
60,2023-03-01,8,172
60,2023-04-01,14,256
60,2023-05-01,14,190
60,2023-06-01,14,307
60,2023-07-01,15,310
60,2023-08-01,11,303
60,2023-09-01,17,202
60,2023-10-01,14,305
60,2023-11-01,14,371
60,2023-12-01,15,230
61,2023-03-01,23,426
61,2023-04-01,28,476
61,2023-05-01,24,393
61,2023-06-01,27,481
61,2023-07-01,14,488
61,2023-08-01,19,507
61,2023-09-01,16,509
61,2023-10-01,21,479
61,2023-11-01,20,532
61,2023-12-01,25,456
62,2023-03-01,13,267
62,2023-04-01,10,258
62,2023-05-01,17,341
62,2023-06-01,12,212
62,2023-07-01,13,248
62,2023-08-01,17,243
62,2023-09-01,13,300
62,2023-10-01,11,281
62,2023-11-01,11,236
62,2023-12-01,13,174
63,2023-05-01,2,200
63,2023-06-01,13,342
63,2023-07-01,11,266
63,2023-08-01,11,238
63,2023-09-01,12,332
63,2023-10-01,14,248
63,2023-11-01,10,228
63,2023-12-01,12,303
64,2022-02-01,11,158
64,2022-03-01,14,175
64,2022-04-01,13,186
64,2022-05-01,11,209
64,2022-06-01,11,228
64,2022-07-01,5,343
64,2022-08-01,10,331
64,2022-09-01,14,264
64,2022-10-01,19,293
64,2022-11-01,13,232
64,2022-12-01,8,217
64,2023-01-01,5,232
64,2023-02-01,1,246
64,2023-03-01,7,285
64,2023-04-01,12,258
64,2023-05-01,13,263
64,2023-06-01,10,313
64,2023-07-01,12,305
64,2023-08-01,14,290
64,2023-09-01,13,246
64,2023-10-01,11,256
64,2023-11-01,18,226
64,2023-12-01,11,358
65,2022-07-01,16,252
65,2022-08-01,9,221
65,2022-09-01,6,247
65,2022-10-01,15,230
65,2022-11-01,15,255
65,2022-12-01,14,204
65,2023-01-01,7,370
65,2023-02-01,19,263
65,2023-03-01,17,193
65,2023-04-01,19,385
65,2023-05-01,14,287
65,2023-06-01,14,157
65,2023-07-01,16,238
65,2023-08-01,16,200
65,2023-09-01,13,255
65,2023-10-01,9,246
65,2023-11-01,5,268
65,2023-12-01,11,285
66,2022-03-01,24,428
66,2022-04-01,25,441
66,2022-05-01,15,401
66,2022-06-01,20,464
66,2022-07-01,26,473
66,2022-08-01,26,459
66,2022-09-01,18,489
66,2022-10-01,25,432
66,2022-11-01,17,497
66,2022-12-01,28,468
66,2023-01-01,32,431
66,2023-02-01,19,467
66,2023-03-01,22,435
66,2023-04-01,18,496
66,2023-05-01,19,552
66,2023-06-01,24,578
66,2023-07-01,23,480
66,2023-08-01,22,491
66,2023-09-01,25,462
66,2023-10-01,15,527
66,2023-11-01,18,470
66,2023-12-01,15,389
67,2023-07-01,12,270
67,2023-08-01,12,142
67,2023-09-01,11,191
67,2023-10-01,8,295
67,2023-11-01,5,314
67,2023-12-01,16,365
68,2023-01-01,11,235
68,2023-02-01,4,260
68,2023-03-01,12,199
68,2023-04-01,13,248
68,2023-05-01,9,162
68,2023-06-01,23,295
68,2023-07-01,15,239
68,2023-08-01,10,244
68,2023-09-01,12,317
68,2023-10-01,12,187
68,2023-11-01,14,351
68,2023-12-01,12,266
69,2022-01-01,27,597
69,2022-02-01,29,575
69,2022-03-01,26,638
69,2022-04-01,26,684
69,2022-05-01,18,771
69,2022-06-01,29,659
69,2022-07-01,35,682
69,2022-08-01,20,753
69,2022-09-01,29,658
69,2022-10-01,34,738
69,2022-11-01,32,679
69,2022-12-01,35,599
69,2023-01-01,30,515
69,2023-02-01,33,675
69,2023-03-01,33,734
69,2023-04-01,30,758
69,2023-05-01,31,675
69,2023-06-01,34,758
69,2023-07-01,29,767
69,2023-08-01,29,796
69,2023-09-01,32,638
69,2023-10-01,36,601
69,2023-11-01,30,703
69,2023-12-01,39,767
70,2023-01-01,19,319
70,2023-02-01,22,535
70,2023-03-01,20,373
70,2023-04-01,22,595
70,2023-05-01,20,472
70,2023-06-01,18,458
70,2023-07-01,20,437
70,2023-08-01,26,381
70,2023-09-01,22,519
70,2023-10-01,20,546
70,2023-11-01,30,397
70,2023-12-01,25,527
71,2023-07-01,17,310
71,2023-08-01,14,129
71,2023-09-01,17,318
71,2023-10-01,11,235
71,2023-11-01,21,259
71,2023-12-01,15,275
72,2022-04-01,19,409
72,2022-05-01,25,482
72,2022-06-01,16,414
72,2022-07-01,19,360
72,2022-08-01,23,480
72,2022-09-01,20,484
72,2022-10-01,21,443
72,2022-11-01,25,475
72,2022-12-01,24,420
72,2023-01-01,20,459
72,2023-02-01,23,436
72,2023-03-01,21,490
72,2023-04-01,19,481
72,2023-05-01,21,578
72,2023-06-01,24,529
72,2023-07-01,21,354
72,2023-08-01,20,489
72,2023-09-01,25,451
72,2023-10-01,18,398
72,2023-11-01,16,517
72,2023-12-01,22,478
73,2023-04-01,13,112
73,2023-05-01,7,246
73,2023-06-01,16,241
73,2023-07-01,10,289
73,2023-08-01,11,218
73,2023-09-01,16,163
73,2023-10-01,10,427
73,2023-11-01,15,310
73,2023-12-01,12,313
74,2023-12-01,12,226
75,2023-02-01,31,551
75,2023-03-01,26,677
75,2023-04-01,30,649
75,2023-05-01,32,524
75,2023-06-01,31,614
75,2023-07-01,25,669
75,2023-08-01,24,598
75,2023-09-01,32,773
75,2023-10-01,34,699
75,2023-11-01,32,750
75,2023-12-01,28,697
76,2023-12-01,10,240
77,2023-07-01,24,539
77,2023-08-01,37,536
77,2023-09-01,34,624
77,2023-10-01,28,579
77,2023-11-01,28,640
77,2023-12-01,32,627
78,2022-06-01,10,277
78,2022-07-01,25,457
78,2022-08-01,22,449
78,2022-09-01,19,516
78,2022-10-01,24,568
78,2022-11-01,26,434
78,2022-12-01,13,439
78,2023-01-01,17,539
78,2023-02-01,16,483
78,2023-03-01,22,457
78,2023-04-01,23,413
78,2023-05-01,26,477
78,2023-06-01,18,534
78,2023-07-01,19,541
78,2023-08-01,19,477
78,2023-09-01,25,420
78,2023-10-01,25,386
78,2023-11-01,22,521
78,2023-12-01,25,509
79,2022-07-01,12,274
79,2022-08-01,18,188
79,2022-09-01,7,278
79,2022-10-01,11,405
79,2022-11-01,12,292
79,2022-12-01,22,304
79,2023-01-01,16,197
79,2023-02-01,21,264
79,2023-03-01,18,188
79,2023-04-01,17,235
79,2023-05-01,21,352
79,2023-06-01,15,294
79,2023-07-01,14,379
79,2023-08-01,13,254
79,2023-09-01,9,333
79,2023-10-01,6,280
79,2023-11-01,15,301
79,2023-12-01,11,202
80,2022-09-01,8,275
80,2022-10-01,11,394
80,2022-11-01,15,285
80,2022-12-01,20,207
80,2023-01-01,11,310
80,2023-02-01,13,231
80,2023-03-01,9,266
80,2023-04-01,12,162
80,2023-05-01,10,232
80,2023-06-01,13,291
80,2023-07-01,18,256
80,2023-08-01,17,288
80,2023-09-01,10,249
80,2023-10-01,16,433
80,2023-11-01,10,397
80,2023-12-01,9,256
81,2022-09-01,21,617
81,2022-10-01,29,587
81,2022-11-01,34,526
81,2022-12-01,28,692
81,2023-01-01,30,574
81,2023-02-01,29,613
81,2023-03-01,26,735
81,2023-04-01,34,612
81,2023-05-01,26,665
81,2023-06-01,30,695
81,2023-07-01,36,658
81,2023-08-01,38,598
81,2023-09-01,32,697
81,2023-10-01,26,705
81,2023-11-01,33,636
81,2023-12-01,28,633
82,2023-04-01,10,321
82,2023-05-01,20,279
82,2023-06-01,8,376
82,2023-07-01,9,196
82,2023-08-01,20,307
82,2023-09-01,12,239
82,2023-10-01,14,266
82,2023-11-01,4,238
82,2023-12-01,7,110
83,2023-04-01,15,264
83,2023-05-01,3,323
83,2023-06-01,9,254
83,2023-07-01,17,255
83,2023-08-01,11,215
83,2023-09-01,17,237
83,2023-10-01,13,230
83,2023-11-01,9,327
83,2023-12-01,12,192
84,2023-12-01,24,538
85,2022-09-01,15,224
85,2022-10-01,13,190
85,2022-11-01,2,66
85,2022-12-01,1,134
86,2023-12-01,21,604
87,2022-10-01,35,585
87,2022-11-01,28,645
87,2022-12-01,33,673
87,2023-01-01,37,772
87,2023-02-01,24,679
87,2023-03-01,31,621
87,2023-04-01,31,661
87,2023-05-01,29,713
87,2023-06-01,30,651
87,2023-07-01,31,700
87,2023-08-01,30,576
87,2023-09-01,30,618
87,2023-10-01,32,613
87,2023-11-01,23,636
87,2023-12-01,30,646
88,2023-12-01,14,355
89,2023-12-01,26,424
90,2022-12-01,15,173
90,2023-01-01,11,244
90,2023-02-01,14,223
90,2023-03-01,14,244
90,2023-04-01,10,191
90,2023-05-01,14,234
90,2023-06-01,9,311
90,2023-07-01,12,330
90,2023-08-01,8,215
90,2023-09-01,9,298
90,2023-10-01,13,262
90,2023-11-01,9,258
90,2023-12-01,17,334
91,2022-02-01,16,389
91,2022-03-01,5,274
91,2022-04-01,9,282
91,2022-05-01,4,249
91,2022-06-01,11,158
91,2022-07-01,11,212
91,2022-08-01,11,285
91,2022-09-01,11,394
91,2022-10-01,5,268
91,2022-11-01,11,295
91,2022-12-01,21,286
91,2023-01-01,14,279
91,2023-02-01,8,302
91,2023-03-01,15,259
91,2023-04-01,24,284
91,2023-05-01,9,210
91,2023-06-01,6,205
91,2023-07-01,18,348
91,2023-08-01,12,319
91,2023-09-01,14,228
91,2023-10-01,16,265
91,2023-11-01,12,300
91,2023-12-01,18,203
92,2022-08-01,11,211
92,2022-09-01,5,110
92,2022-10-01,23,251
92,2022-11-01,13,159
92,2022-12-01,12,263
92,2023-01-01,5,218
92,2023-02-01,16,324
92,2023-03-01,13,231
92,2023-04-01,12,255
