customer_id,plan_type,monthly_fee,start_date,churn_date,churned
100,Basic,29.99,2023-06-05,,False
101,Pro,59.99,2022-12-10,,False
102,Basic,29.99,2022-05-09,2023-06-16,True
103,Basic,29.99,2023-10-10,,False
104,Basic,29.99,2023-04-17,,False
105,Pro,59.99,2022-03-04,,False
106,Premium,99.99,2022-05-19,,False
107,Premium,99.99,2023-05-14,,False
108,Pro,59.99,2023-08-16,,False
109,Pro,59.99,2023-01-27,,False
110,Pro,59.99,2023-11-06,,False
111,Basic,29.99,2023-02-23,,False
112,Pro,59.99,2022-10-16,2023-11-27,True
113,Basic,29.99,2023-01-14,,False
114,Premium,99.99,2023-05-05,,False
115,Premium,99.99,2022-08-19,,False
116,Basic,29.99,2022-02-10,2023-09-29,True
117,Pro,59.99,2022-01-28,2023-07-10,True
118,Basic,29.99,2022-05-15,,False
119,Basic,29.99,2022-07-20,,False
120,Pro,59.99,2022-02-02,,False
121,Premium,99.99,2022-02-17,,False
122,Pro,59.99,2023-05-18,,False
123,Pro,59.99,2023-02-11,,False
124,Basic,29.99,2023-07-28,,False
125,Basic,29.99,2023-12-29,,False
126,Premium,99.99,2022-04-09,,False
127,Pro,59.99,2023-11-15,2024-10-23,True
128,Basic,29.99,2023-12-27,,False
129,Premium,99.99,2023-07-01,2024-07-30,True
130,Basic,29.99,2023-09-05,,False
131,Basic,29.99,2023-04-07,,False
132,Premium,99.99,2023-10-05,2024-05-27,True
133,Pro,59.99,2022-01-05,,False
134,Basic,29.99,2022-08-06,,False
135,Premium,99.99,2023-05-18,,False
136,Pro,59.99,2023-02-02,,False
137,Pro,59.99,2023-01-28,,False
138,Premium,99.99,2022-07-26,2023-09-26,True
139,Pro,59.99,2022-01-15,,False
140,Basic,29.99,2023-07-08,,False
141,Basic,29.99,2023-04-06,,False
142,Basic,29.99,2023-11-22,,False
143,Premium,99.99,2023-07-29,,False
144,Pro,59.99,2022-08-29,2023-06-23,True
145,Basic,29.99,2023-07-18,,False
146,Premium,99.99,2022-04-06,,False
147,Premium,99.99,2023-04-30,,False
148,Basic,29.99,2023-02-11,,False
149,Pro,59.99,2022-08-19,,False
150,Pro,59.99,2023-10-17,,False
151,Premium,99.99,2022-06-20,,False
152,Pro,59.99,2023-06-25,2024-05-12,True
153,Basic,29.99,2022-02-05,,False
154,Basic,29.99,2023-06-09,2024-06-27,True
155,Basic,29.99,2022-06-09,,False
156,Basic,29.99,2023-11-30,,False
157,Basic,29.99,2022-08-31,,False
158,Premium,99.99,2022-03-27,,False
159,Basic,29.99,2023-08-01,,False
160,Pro,59.99,2023-11-13,,False
161,Pro,59.99,2023-07-11,,False
162,Premium,99.99,2023-07-28,,False
163,Basic,29.99,2023-10-08,2025-05-10,True
164,Premium,99.99,2022-01-28,,False
165,Basic,29.99,2023-09-12,,False
166,Pro,59.99,2023-07-10,2024-06-15,True
167,Basic,29.99,2022-12-06,,False
168,Basic,29.99,2022-11-27,,False
169,Basic,29.99,2023-10-02,,False
170,Pro,59.99,2023-05-21,,False
171,Pro,59.99,2022-12-14,,False
172,Basic,29.99,2023-04-18,,False
173,Basic,29.99,2022-08-19,,False
174,Basic,29.99,2022-07-09,,False
175,Pro,59.99,2022-08-13,2023-03-31,True
176,Basic,29.99,2023-01-20,2023-11-25,True
177,Basic,29.99,2023-01-12,,False
178,Basic,29.99,2022-10-10,,False
179,Premium,99.99,2023-09-25,2024-04-08,True
180,Basic,29.99,2023-09-20,2024-07-09,True
181,Basic,29.99,2022-09-16,,False
182,Basic,29.99,2022-12-25,2024-04-28,True
183,Basic,29.99,2023-12-11,,False
184,Pro,59.99,2023-04-01,,False
185,Basic,29.99,2023-02-15,,False
186,Basic,29.99,2023-10-11,,False
187,Basic,29.99,2022-11-14,,False
188,Basic,29.99,2023-11-08,2025-04-12,True
189,Basic,29.99,2022-08-13,,False
190,Pro,59.99,2022-08-22,2023-05-04,True
191,Basic,29.99,2023-11-15,2024-02-29,True
192,Basic,29.99,2023-10-26,,False
193,Basic,29.99,2023-01-09,,False
194,Basic,29.99,2023-11-03,,False
195,Basic,29.99,2023-08-31,2024-09-09,True
196,Basic,29.99,2023-04-17,2024-02-25,True
197,Premium,99.99,2022-08-21,,False
198,Basic,29.99,2023-11-23,,False
199,Pro,59.99,2022-04-23,,False
200,Basic,29.99,2023-05-12,2024-04-18,True
201,Pro,59.99,2023-03-18,,False
202,Pro,59.99,2023-07-18,,False
203,Pro,59.99,2022-09-25,,False
204,Pro,59.99,2023-05-25,,False
205,Basic,29.99,2023-01-21,2023-09-04,True
206,Premium,99.99,2023-01-22,2024-01-04,True
207,Pro,59.99,2022-04-23,,False
208,Basic,29.99,2023-09-05,,False
209,Premium,99.99,2023-09-17,2024-02-10,True
210,Pro,59.99,2022-03-22,,False
211,Pro,59.99,2023-11-30,,False
212,Basic,29.99,2022-04-23,,False
213,Pro,59.99,2022-01-02,,False
214,Basic,29.99,2023-10-04,,False
215,Premium,99.99,2022-08-08,,False
216,Pro,59.99,2023-07-20,,False
217,Premium,99.99,2022-08-13,,False
218,Basic,29.99,2023-01-20,,False
219,Basic,29.99,2023-02-07,,False
220,Premium,99.99,2023-09-30,,False
221,Premium,99.99,2022-05-10,,False
222,Basic,29.99,2022-02-22,,False
223,Basic,29.99,2023-11-15,,False
224,Pro,59.99,2023-12-31,2024-11-09,True
225,Basic,29.99,2023-11-03,,False
226,Basic,29.99,2023-12-11,,False
227,Premium,99.99,2023-02-20,,False
228,Pro,59.99,2022-09-04,,False
229,Premium,99.99,2023-03-15,,False
230,Basic,29.99,2022-07-22,,False
231,Basic,29.99,2022-07-03,2023-09-12,True
232,Basic,29.99,2022-05-03,,False
233,Premium,99.99,2023-02-05,2023-11-28,True
234,Pro,59.99,2022-10-21,,False
235,Pro,59.99,2022-10-07,,False
236,Pro,59.99,2023-09-02,,False
237,Basic,29.99,2022-07-17,,False
238,Basic,29.99,2023-05-26,,False
239,Basic,29.99,2022-05-24,2023-12-03,True
240,Pro,59.99,2023-09-01,2024-12-07,True
241,Premium,99.99,2022-07-20,,False
242,Basic,29.99,2022-05-04,,False
243,Basic,29.99,2022-07-06,2024-01-01,True
244,Pro,59.99,2022-11-22,,False
245,Pro,59.99,2023-04-09,,False
246,Basic,29.99,2022-12-15,,False
247,Basic,29.99,2023-10-22,,False
248,Pro,59.99,2023-02-07,,False
249,Basic,29.99,2022-12-12,,False
250,Pro,59.99,2023-05-26,,False
251,Premium,99.99,2022-05-27,,False
252,Basic,29.99,2022-05-28,2023-08-11,True
253,Premium,99.99,2023-12-12,,False
254,Basic,29.99,2023-05-04,,False
255,Basic,29.99,2023-10-02,,False
256,Pro,59.99,2023-07-05,2025-01-11,True
257,Pro,59.99,2022-12-04,2023-06-17,True
258,Premium,99.99,2023-10-03,,False
259,Basic,29.99,2023-04-18,2024-05-21,True
260,Basic,29.99,2022-05-31,,False
261,Basic,29.99,2023-02-19,,False
262,Premium,99.99,2022-10-25,,False
263,Basic,29.99,2023-09-03,,False
264,Basic,29.99,2022-09-20,,False
265,Premium,99.99,2022-05-24,,False
266,Premium,99.99,2022-12-12,2023-05-29,True
267,Premium,99.99,2023-09-16,2024-01-20,True
268,Premium,99.99,2023-07-26,,False
269,Premium,99.99,2022-01-02,2022-12-10,True
270,Basic,29.99,2022-10-31,,False
271,Basic,29.99,2022-09-11,,False
272,Pro,59.99,2023-10-14,,False
273,Basic,29.99,2023-03-29,,False
274,Premium,99.99,2022-02-06,,False
275,Premium,99.99,2022-06-09,,False
276,Basic,29.99,2022-01-09,2023-04-14,True
277,Premium,99.99,2022-08-21,,False
278,Premium,99.99,2022-04-09,2022-08-30,True
279,Basic,29.99,2023-10-21,,False
280,Pro,59.99,2022-07-27,,False
281,Pro,59.99,2022-05-11,,False
282,Basic,29.99,2023-02-08,,False
283,Basic,29.99,2022-06-01,,False
284,Basic,29.99,2022-02-23,2023-06-14,True
285,Basic,29.99,2022-04-30,2023-08-11,True
286,Basic,29.99,2023-11-04,,False
287,Basic,29.99,2023-09-20,,False
288,Basic,29.99,2023-08-10,2024-05-04,True
289,Basic,29.99,2023-09-17,2024-06-08,True
290,Basic,29.99,2023-02-24,,False
291,Basic,29.99,2023-02-26,2024-02-11,True
292,Pro,59.99,2022-04-14,,False
293,Basic,29.99,2022-09-11,,False
294,Basic,29.99,2022-08-15,,False
295,Premium,99.99,2022-04-22,2022-09-25,True
296,Pro,59.99,2023-05-25,,False
297,Basic,29.99,2023-04-18,,False
298,Basic,29.99,2022-04-09,,False
299,Pro,59.99,2022-06-02,,False
300,Basic,29.99,2022-12-04,,False
301,Premium,99.99,2023-12-07,2025-05-25,True
302,Basic,29.99,2022-06-12,2024-01-28,True
303,Basic,29.99,2023-12-21,,False
304,Basic,29.99,2023-11-12,,False
305,Pro,59.99,2022-06-10,,False
306,Basic,29.99,2023-08-03,,False
307,Pro,59.99,2023-02-02,,False
308,Basic,29.99,2022-10-04,,False
309,Basic,29.99,2023-05-19,2024-11-22,True
310,Pro,59.99,2023-01-27,,False
311,Basic,29.99,2022-05-15,,False
312,Pro,59.99,2022-07-14,,False
313,Premium,99.99,2023-02-05,,False
314,Basic,29.99,2023-10-02,,False
315,Basic,29.99,2022-02-02,,False
316,Basic,29.99,2023-11-19,,False
317,Pro,59.99,2023-04-05,,False
318,Premium,99.99,2023-04-15,2023-11-23,True
319,Basic,29.99,2023-01-10,,False
320,Premium,99.99,2022-01-22,2023-04-23,True
321,Premium,99.99,2023-11-01,,False
322,Premium,99.99,2022-02-07,,False
323,Premium,99.99,2022-08-18,,False
324,Pro,59.99,2022-12-31,2023-07-09,True
325,Premium,99.99,2023-07-17,,False
326,Basic,29.99,2023-03-14,,False
327,Pro,59.99,2022-10-10,,False
328,Basic,29.99,2022-01-27,,False
329,Basic,29.99,2022-08-14,,False
330,Premium,99.99,2022-10-04,,False
331,Premium,99.99,2023-09-01,,False
332,Basic,29.99,2022-10-11,,False
333,Basic,29.99,2023-04-26,,False
334,Basic,29.99,2023-03-29,,False
335,Pro,59.99,2023-10-21,,False
336,Basic,29.99,2023-05-31,,False
337,Basic,29.99,2023-07-01,,False
338,Pro,59.99,2022-07-11,2022-10-30,True
339,Premium,99.99,2022-02-18,,False
340,Basic,29.99,2023-05-27,2024-08-21,True
341,Premium,99.99,2022-01-17,2023-03-19,True
342,Basic,29.99,2022-06-21,,False
343,Premium,99.99,2022-08-08,2023-07-06,True
344,Basic,29.99,2022-06-07,,False
345,Pro,59.99,2023-04-22,,False
346,Basic,29.99,2022-02-15,,False
347,Pro,59.99,2023-01-08,,False
348,Basic,29.99,2023-06-02,,False
349,Basic,29.99,2022-04-09,2023-01-08,True
350,Basic,29.99,2022-02-06,,False
351,Premium,99.99,2022-10-07,,False
352,Basic,29.99,2022-12-15,,False
353,Basic,29.99,2023-05-12,,False
354,Premium,99.99,2022-10-29,,False
355,Premium,99.99,2022-06-30,2022-10-23,True
356,Basic,29.99,2023-08-30,2024-05-08,True
357,Basic,29.99,2022-04-09,,False
358,Premium,99.99,2023-12-01,,False
359,Pro,59.99,2022-04-26,2023-12-01,True
360,Premium,99.99,2022-07-10,,False
361,Basic,29.99,2022-09-10,,False
362,Basic,29.99,2022-06-10,,False
363,Pro,59.99,2022-09-13,,False
364,Pro,59.99,2022-11-19,,False
365,Basic,29.99,2022-05-08,,False
366,Pro,59.99,2022-01-18,,False
367,Basic,29.99,2023-07-20,2023-11-01,True
368,Basic,29.99,2023-07-24,,False
369,Basic,29.99,2022-11-19,,False
370,Basic,29.99,2023-11-17,2024-05-29,True
371,Basic,29.99,2023-09-18,,False
372,Basic,29.99,2022-10-15,2023-03-22,True
373,Pro,59.99,2023-10-25,,False
374,Basic,29.99,2023-10-01,,False
375,Basic,29.99,2022-06-04,,False
376,Basic,29.99,2023-05-05,,False
377,Basic,29.99,2023-01-21,2023-06-28,True
378,Basic,29.99,2022-04-14,2023-10-08,True
379,Premium,99.99,2023-01-28,,False
380,Basic,29.99,2022-09-03,2023-02-28,True
381,Premium,99.99,2022-06-25,,False
382,Basic,29.99,2022-02-08,,False
383,Basic,29.99,2023-04-22,2024-07-28,True
384,Pro,59.99,2023-11-13,2024-07-05,True
385,Basic,29.99,2023-06-22,,False
386,Premium,99.99,2023-02-12,2024-09-19,True
387,Basic,29.99,2023-06-09,2024-02-22,True
388,Pro,59.99,2023-05-21,,False
389,Basic,29.99,2022-02-05,,False
390,Pro,59.99,2023-11-16,2024-08-30,True
391,Premium,99.99,2022-01-20,,False
392,Basic,29.99,2022-11-17,,False
393,Pro,59.99,2023-05-27,2023-09-12,True
394,Basic,29.99,2023-02-04,2023-07-03,True
395,Pro,59.99,2023-10-16,,False
396,Basic,29.99,2023-04-16,,False
397,Basic,29.99,2022-05-23,,False
398,Basic,29.99,2022-04-02,,False
399,Premium,99.99,2022-12-20,,False
400,Premium,99.99,2023-12-28,,False
401,Basic,29.99,2022-02-20,,False
402,Basic,29.99,2023-10-27,,False
403,Basic,29.99,2023-11-29,,False
404,Basic,29.99,2023-07-29,,False
405,Basic,29.99,2022-07-09,,False
406,Basic,29.99,2022-05-05,,False
407,Pro,59.99,2022-05-30,,False
408,Pro,59.99,2022-11-10,,False
409,Pro,59.99,2023-07-24,,False
410,Basic,29.99,2022-12-08,,False
411,Basic,29.99,2022-11-01,,False
412,Premium,99.99,2023-11-23,,False
413,Basic,29.99,2023-11-13,2025-03-17,True
414,Pro,59.99,2022-02-23,,False
415,Pro,59.99,2023-03-20,2024-05-10,True
416,Premium,99.99,2023-09-05,2024-09-20,True
417,Pro,59.99,2022-09-21,,False
418,Pro,59.99,2022-02-22,,False
419,Basic,29.99,2023-07-26,,False
420,Basic,29.99,2023-09-12,2024-05-19,True
421,Basic,29.99,2022-01-05,,False
422,Basic,29.99,2022-04-13,,False
423,Basic,29.99,2022-07-15,2023-01-18,True
424,Basic,29.99,2022-12-16,,False
425,Basic,29.99,2022-02-16,,False
426,Premium,99.99,2023-10-18,2024-06-21,True
427,Premium,99.99,2022-09-26,,False
428,Basic,29.99,2023-01-05,,False
429,Pro,59.99,2023-09-28,2025-04-21,True
430,Basic,29.99,2022-04-16,,False
431,Basic,29.99,2023-11-01,2025-01-19,True
432,Basic,29.99,2023-10-21,,False
433,Pro,59.99,2023-10-19,,False
434,Pro,59.99,2022-04-30,2023-09-10,True
435,Premium,99.99,2023-08-27,,False
436,Pro,59.99,2022-02-27,,False
437,Basic,29.99,2022-12-12,,False
438,Pro,59.99,2023-04-19,,False
439,Basic,29.99,2022-04-27,2023-03-25,True
440,Pro,59.99,2022-05-07,,False
441,Pro,59.99,2023-01-28,2023-05-22,True
442,Premium,99.99,2023-10-03,,False
443,Basic,29.99,2022-02-27,,False
444,Premium,99.99,2023-09-26,,False
445,Pro,59.99,2023-05-28,,False
446,Basic,29.99,2022-04-06,,False
447,Basic,29.99,2023-09-30,2024-07-01,True
448,Pro,59.99,2022-04-28,,False
449,Premium,99.99,2023-07-14,,False
450,Premium,99.99,2023-08-24,2025-01-10,True
451,Basic,29.99,2023-05-03,,False
452,Pro,59.99,2022-08-25,,False
453,Basic,29.99,2022-09-29,,False
454,Premium,99.99,2022-07-08,,False
455,Basic,29.99,2023-12-05,,False
456,Premium,99.99,2023-03-23,,False
457,Basic,29.99,2023-08-04,,False
458,Pro,59.99,2022-09-04,,False
459,Basic,29.99,2022-03-17,2022-11-29,True
460,Premium,99.99,2022-06-03,,False
461,Basic,29.99,2023-10-18,,False
462,Pro,59.99,2023-03-11,,False
463,Premium,99.99,2022-03-27,,False
464,Pro,59.99,2023-11-28,,False
465,Premium,99.99,2022-10-12,,False
466,Basic,29.99,2022-08-08,,False
467,Premium,99.99,2022-03-10,,False
468,Basic,29.99,2022-02-16,,False
469,Basic,29.99,2022-04-04,2023-10-22,True
470,Pro,59.99,2023-03-29,2023-12-21,True
471,Premium,99.99,2022-07-23,,False
472,Premium,99.99,2022-08-06,,False
473,Basic,29.99,2023-04-19,,False
474,Premium,99.99,2023-03-08,2023-08-13,True
475,Basic,29.99,2022-12-07,,False
476,Basic,29.99,2023-07-05,,False
477,Basic,29.99,2023-09-04,2024-11-07,True
478,Premium,99.99,2022-10-16,,False
479,Premium,99.99,2022-09-11,,False
480,Pro,59.99,2022-12-23,2023-03-25,True
481,Premium,99.99,2022-01-23,2023-05-20,True
482,Basic,29.99,2023-06-06,2023-11-13,True
483,Pro,59.99,2022-04-10,,False
484,Basic,29.99,2022-06-29,,False
485,Basic,29.99,2022-08-11,,False
486,Premium,99.99,2023-10-21,,False
487,Basic,29.99,2023-03-18,,False
488,Basic,29.99,2023-08-31,,False
489,Pro,59.99,2022-11-21,,False
490,Basic,29.99,2023-05-31,2024-03-30,True
491,Pro,59.99,2022-01-16,,False
492,Basic,29.99,2022-12-02,,False
493,Pro,59.99,2022-09-15,2024-02-06,True
494,Pro,59.99,2023-05-12,,False
495,Pro,59.99,2022-06-09,,False
496,Basic,29.99,2023-04-20,,False
497,Premium,99.99,2023-10-26,,False
498,Basic,29.99,2023-11-21,,False
499,Basic,29.99,2023-11-06,2025-03-17,True
500,Pro,59.99,2023-01-15,,False
501,Premium,99.99,2023-06-29,,False
502,Basic,29.99,2023-11-22,,False
503,Basic,29.99,2023-03-03,,False
504,Premium,99.99,2023-09-05,,False
505,Premium,99.99,2022-09-25,,False
506,Premium,99.99,2023-07-31,,False
507,Pro,59.99,2023-02-21,,False
508,Pro,59.99,2022-06-17,,False
509,Pro,59.99,2022-02-12,,False
510,Basic,29.99,2023-07-10,,False
511,Basic,29.99,2022-10-12,2024-05-08,True
512,Pro,59.99,2023-02-01,,False
513,Basic,29.99,2022-01-12,2023-01-15,True
514,Premium,99.99,2023-08-30,,False
515,Pro,59.99,2022-10-29,2023-06-10,True
516,Pro,59.99,2022-09-10,,False
517,Basic,29.99,2023-05-14,,False
518,Pro,59.99,2022-02-04,,False
519,Basic,29.99,2023-12-28,2025-02-03,True
520,Basic,29.99,2022-03-31,,False
521,Basic,29.99,2023-08-28,,False
522,Premium,99.99,2023-08-25,,False
523,Pro,59.99,2023-02-22,2023-11-06,True
524,Pro,59.99,2022-04-25,,False
525,Basic,29.99,2023-09-09,,False
526,Pro,59.99,2022-07-15,,False
527,Basic,29.99,2023-05-16,,False
528,Pro,59.99,2023-09-18,,False
529,Premium,99.99,2023-05-08,,False
530,Premium,99.99,2022-03-16,2022-11-23,True
531,Pro,59.99,2023-02-17,2024-02-27,True
532,Basic,29.99,2023-01-11,,False
533,Basic,29.99,2023-02-24,,False
534,Basic,29.99,2023-12-30,,False
535,Premium,99.99,2022-10-04,,False
536,Basic,29.99,2023-11-07,,False
537,Basic,29.99,2023-01-29,,False
538,Premium,99.99,2023-04-02,,False
539,Basic,29.99,2022-07-11,,False
540,Premium,99.99,2023-11-20,2024-06-26,True
541,Basic,29.99,2022-04-09,,False
542,Pro,59.99,2023-07-02,,False
543,Pro,59.99,2022-04-06,,False
544,Pro,59.99,2023-10-26,,False
545,Pro,59.99,2023-10-25,,False
546,Pro,59.99,2022-07-09,2024-02-25,True
547,Basic,29.99,2022-02-06,,False
548,Basic,29.99,2023-01-04,,False
549,Basic,29.99,2023-11-26,,False
550,Premium,99.99,2023-06-09,,False
551,Basic,29.99,2022-10-06,,False
552,Basic,29.99,2022-08-05,,False
553,Basic,29.99,2022-09-30,,False
554,Premium,99.99,2022-03-03,,False
555,Pro,59.99,2023-08-19,2024-07-06,True
556,Basic,29.99,2023-12-30,2025-01-08,True
557,Pro,59.99,2022-12-08,,False
558,Pro,59.99,2023-02-01,,False
559,Pro,59.99,2023-11-30,2024-06-13,True
560,Pro,59.99,2022-01-19,,False
561,Basic,29.99,2022-06-26,2023-11-27,True
562,Basic,29.99,2023-09-04,2024-02-08,True
563,Pro,59.99,2023-01-31,,False
564,Pro,59.99,2023-03-21,,False
565,Basic,29.99,2022-08-21,2023-04-18,True
566,Premium,99.99,2022-03-17,,False
567,Premium,99.99,2022-09-22,,False
568,Pro,59.99,2023-03-31,,False
569,Pro,59.99,2023-12-19,,False
570,Basic,29.99,2023-01-19,,False
571,Basic,29.99,2023-07-18,,False
572,Premium,99.99,2023-05-21,,False
573,Basic,29.99,2023-01-02,,False
574,Basic,29.99,2022-05-24,2022-12-24,True
575,Basic,29.99,2022-03-10,,False
576,Basic,29.99,2022-04-09,,False
577,Basic,29.99,2023-01-31,2023-08-25,True
578,Basic,29.99,2022-01-25,,False
579,Premium,99.99,2023-04-14,,False
580,Premium,99.99,2023-04-29,,False
581,Basic,29.99,2023-07-19,,False
582,Basic,29.99,2022-05-31,2022-11-30,True
583,Pro,59.99,2022-05-24,,False
584,Premium,99.99,2023-07-23,,False
585,Basic,29.99,2022-02-08,,False
586,Pro,59.99,2022-04-19,2022-11-23,True
587,Basic,29.99,2023-11-24,2025-06-27,True
588,Premium,99.99,2022-02-11,2023-02-15,True
589,Pro,59.99,2022-07-05,,False
590,Basic,29.99,2023-02-02,,False
591,Premium,99.99,2022-08-11,,False
592,Basic,29.99,2023-09-26,,False
593,Premium,99.99,2022-05-13,2023-12-02,True
594,Pro,59.99,2022-06-12,,False
595,Basic,29.99,2022-08-03,,False
596,Basic,29.99,2022-08-23,,False
597,Pro,59.99,2023-10-20,,False
598,Basic,29.99,2023-08-11,,False
599,Basic,29.99,2022-01-09,2023-06-15,True
600,Basic,29.99,2022-03-15,,False
601,Basic,29.99,2023-05-07,2024-06-19,True
602,Basic,29.99,2022-09-10,,False
603,Basic,29.99,2022-08-18,2023-09-08,True
604,Pro,59.99,2023-06-03,,False
605,Basic,29.99,2022-06-23,,False
606,Pro,59.99,2023-10-15,,False
607,Pro,59.99,2022-06-17,,False
608,Basic,29.99,2022-06-19,,False
609,Basic,29.99,2023-01-28,,False
610,Premium,99.99,2023-09-26,,False
611,Pro,59.99,2022-07-13,,False
612,Pro,59.99,2023-06-01,,False
613,Basic,29.99,2022-01-29,,False
614,Basic,29.99,2022-06-14,,False
615,Basic,29.99,2023-02-26,2024-02-15,True
616,Pro,59.99,2022-12-05,,False
617,Basic,29.99,2023-10-10,,False
618,Basic,29.99,2023-05-11,,False
619,Basic,29.99,2022-12-31,,False
620,Basic,29.99,2022-12-08,,False
621,Pro,59.99,2023-05-15,,False
622,Premium,99.99,2023-10-19,2025-01-21,True
623,Basic,29.99,2023-05-26,2024-09-18,True
624,Basic,29.99,2022-11-23,,False
625,Basic,29.99,2022-08-05,,False
626,Basic,29.99,2022-10-28,,False
627,Pro,59.99,2022-05-12,,False
628,Pro,59.99,2022-03-11,,False
629,Basic,29.99,2022-09-09,,False
630,Basic,29.99,2023-02-19,,False
631,Basic,29.99,2023-03-21,,False
632,Pro,59.99,2022-07-01,,False
633,Pro,59.99,2022-06-16,,False
634,Basic,29.99,2022-04-01,,False
635,Basic,29.99,2023-12-15,,False
636,Pro,59.99,2023-06-15,,False
637,Basic,29.99,2022-02-08,,False
638,Basic,29.99,2022-05-06,,False
639,Premium,99.99,2023-03-27,2024-09-18,True
640,Premium,99.99,2022-06-22,,False
641,Basic,29.99,2023-10-15,,False
642,Pro,59.99,2022-08-08,,False
643,Premium,99.99,2023-09-30,,False
644,Basic,29.99,2022-02-27,,False
645,Premium,99.99,2023-10-22,,False
646,Pro,59.99,2023-04-21,,False
647,Pro,59.99,2023-04-01,2023-10-11,True
648,Basic,29.99,2022-12-27,,False
649,Basic,29.99,2022-01-01,2023-03-26,True
650,Basic,29.99,2023-01-22,,False
651,Pro,59.99,2022-12-14,,False
652,Basic,29.99,2022-07-09,,False
