customer_id,ticket_date,issue_type,resolved
106,2022-09-22,Performance,True
111,2023-05-13,Performance,True
111,2023-08-13,Performance,True
111,2023-09-16,Cancellation,True
116,2022-08-13,Billing,True
116,2022-09-15,Cancellation,True
117,2023-05-09,Billing,True
119,2023-08-14,Login,True
120,2023-09-07,Performance,True
120,2023-10-23,Billing,True
121,2022-06-04,Billing,False
122,2023-10-12,Feature Request,True
123,2023-09-23,Login,True
124,2023-10-20,Cancellation,True
130,2023-12-15,Login,False
131,2023-07-27,Feature Request,True
133,2022-11-07,Cancellation,True
133,2023-01-02,Billing,True
133,2023-05-22,Performance,True
136,2023-02-08,Billing,True
136,2023-04-09,Billing,True
139,2022-08-08,Login,True
139,2023-06-20,Performance,True
144,2023-03-12,Billing,False
145,2023-08-04,Performance,True
151,2023-11-13,Cancellation,True
152,2023-11-17,Login,True
153,2022-04-18,Feature Request,True
154,2023-11-28,Billing,True
155,2022-08-18,Feature Request,True
155,2023-07-13,Login,True
155,2023-11-14,Other,True
157,2022-10-25,Feature Request,True
157,2023-09-05,Performance,True
157,2023-11-02,Login,True
158,2022-10-22,Cancellation,True
162,2023-10-24,Feature Request,True
164,2023-03-17,Feature Request,True
164,2023-04-22,Other,True
164,2023-10-28,Cancellation,True
164,2023-12-02,Feature Request,True
167,2023-01-27,Performance,True
167,2023-06-21,Feature Request,True
168,2022-12-24,Cancellation,False
168,2023-01-13,Billing,True
168,2023-03-26,Billing,True
168,2023-10-14,Cancellation,True
169,2023-10-22,Cancellation,True
172,2023-08-28,Other,True
172,2023-12-08,Performance,True
173,2022-11-12,Feature Request,True
173,2023-07-15,Performance,True
174,2022-08-23,Login,True
174,2023-04-15,Login,True
176,2023-05-16,Other,True
177,2023-04-16,Cancellation,True
178,2023-06-05,Other,False
180,2023-11-04,Cancellation,True
181,2023-01-18,Billing,True
182,2023-07-12,Feature Request,True
182,2023-10-14,Performance,True
185,2023-12-18,Login,True
187,2023-04-27,Feature Request,True
189,2022-09-22,Billing,True
191,2023-12-04,Feature Request,False
193,2023-08-18,Other,True
197,2022-10-23,Billing,True
201,2023-08-21,Performance,True
202,2023-12-17,Feature Request,True
203,2023-03-28,Login,True
203,2023-06-18,Login,True
204,2023-12-08,Feature Request,True
206,2023-04-04,Cancellation,False
207,2023-11-15,Feature Request,True
209,2023-10-01,Billing,False
210,2023-11-04,Feature Request,True
212,2022-04-21,Feature Request,True
213,2022-03-06,Login,True
213,2022-08-11,Login,True
213,2023-04-01,Billing,True
215,2022-08-05,Billing,True
217,2023-12-01,Login,True
228,2023-03-02,Billing,False
230,2023-01-04,Performance,True
230,2023-08-15,Performance,True
231,2023-06-17,Feature Request,True
232,2022-08-16,Login,True
233,2023-03-27,Cancellation,True
233,2023-06-06,Billing,True
233,2023-09-17,Performance,True
234,2023-06-12,Other,True
235,2023-03-09,Cancellation,True
237,2023-07-09,Other,True
237,2023-10-09,Billing,True
238,2023-05-25,Cancellation,True
239,2022-11-20,Feature Request,False
241,2023-08-24,Cancellation,True
241,2023-10-09,Feature Request,False
242,2023-10-22,Performance,True
243,2022-10-16,Other,True
243,2022-12-06,Feature Request,True
244,2023-03-02,Performance,True
246,2022-12-28,Performance,True
250,2023-12-21,Billing,True
251,2022-10-25,Performance,True
252,2022-10-04,Performance,True
252,2023-05-26,Billing,True
256,2023-07-06,Cancellation,True
259,2023-05-24,Performance,True
259,2023-10-20,Feature Request,True
259,2023-12-08,Login,False
260,2022-11-18,Billing,True
260,2023-04-10,Feature Request,True
262,2023-06-11,Cancellation,True
262,2023-09-19,Feature Request,True
263,2023-12-05,Performance,True
264,2022-09-02,Cancellation,True
265,2022-06-16,Feature Request,False
265,2023-06-06,Billing,False
265,2023-12-26,Billing,True
266,2023-02-04,Performance,True
267,2023-12-27,Billing,True
269,2022-03-05,Performance,True
269,2022-10-04,Billing,True
270,2022-11-18,Billing,False
270,2023-08-08,Cancellation,True
271,2022-10-10,Login,True
273,2023-08-10,Login,True
274,2023-01-02,Feature Request,False
275,2023-08-12,Cancellation,True
275,2023-10-19,Cancellation,True
277,2023-07-22,Other,True
277,2023-12-19,Cancellation,True
281,2023-06-02,Feature Request,False
284,2022-10-25,Performance,True
284,2023-04-20,Cancellation,True
285,2023-05-28,Cancellation,True
285,2023-07-07,Login,True
291,2023-07-02,Feature Request,True
292,2022-09-08,Billing,True
292,2023-03-24,Other,True
292,2023-08-01,Login,True
294,2022-09-23,Login,True
294,2022-12-06,Feature Request,False
294,2023-03-05,Cancellation,True
297,2023-08-27,Login,True
298,2023-05-14,Billing,True
298,2023-10-22,Performance,False
302,2023-01-16,Login,True
304,2023-11-19,Login,True
305,2023-04-01,Feature Request,False
305,2023-07-19,Other,True
307,2023-04-15,Performance,True
308,2023-01-28,Login,True
309,2023-11-15,Other,True
310,2023-02-03,Billing,True
310,2023-09-08,Performance,True
313,2023-09-07,Feature Request,True
313,2023-11-23,Billing,True
315,2022-04-04,Performance,True
315,2023-09-05,Other,True
316,2023-11-24,Login,True
317,2023-04-25,Performance,True
319,2023-03-14,Billing,True
321,2023-12-20,Billing,True
322,2023-07-21,Billing,True
324,2023-01-25,Performance,True
326,2023-03-08,Cancellation,True
328,2022-08-21,Cancellation,False
329,2023-05-15,Login,True
330,2022-10-12,Cancellation,True
335,2023-12-02,Performance,True
336,2023-06-15,Billing,True
337,2023-11-22,Other,True
339,2023-02-12,Login,True
340,2023-05-14,Login,False
342,2023-02-14,Billing,True
342,2023-07-09,Performance,False
344,2023-05-19,Feature Request,False
345,2023-05-21,Performance,False
346,2022-03-15,Billing,True
346,2023-03-07,Billing,True
346,2023-09-01,Login,True
347,2023-10-16,Cancellation,True
349,2022-10-05,Performance,False
349,2022-11-16,Other,False
350,2022-03-10,Performance,True
350,2022-05-21,Other,True
350,2023-07-15,Login,False
351,2022-11-13,Feature Request,True
351,2023-02-23,Login,True
355,2022-08-24,Other,True
359,2023-05-08,Feature Request,True
359,2023-09-05,Login,True
360,2022-08-18,Feature Request,True
362,2023-09-11,Cancellation,True
366,2023-04-14,Other,True
366,2023-07-22,Billing,True
377,2023-01-15,Performance,True
378,2023-07-14,Feature Request,True
380,2022-11-13,Billing,True
381,2023-03-09,Billing,True
381,2023-07-26,Billing,True
381,2023-12-28,Feature Request,True
382,2022-10-20,Login,True
383,2023-05-24,Billing,True
383,2023-06-24,Feature Request,True
389,2022-12-16,Performance,True
389,2023-02-17,Login,True
391,2022-06-14,Login,True
391,2023-10-16,Cancellation,False
391,2023-11-26,Feature Request,True
394,2023-05-08,Performance,True
397,2023-03-18,Login,False
398,2023-07-21,Billing,False
399,2023-09-10,Performance,False
401,2023-03-20,Billing,True
404,2023-11-05,Cancellation,True
405,2022-10-21,Billing,True
405,2022-11-24,Feature Request,False
405,2023-03-23,Billing,True
405,2023-07-08,Login,False
406,2023-01-25,Billing,True
407,2022-11-23,Performance,True
407,2023-08-26,Performance,True
410,2023-05-03,Login,True
411,2023-04-19,Billing,True
411,2023-07-01,Login,True
413,2023-12-10,Login,True
414,2023-03-05,Login,True
415,2023-12-10,Cancellation,True
417,2023-12-27,Login,True
418,2022-02-06,Billing,True
418,2023-01-04,Performance,True
418,2023-02-01,Performance,True
418,2023-05-12,Login,True
421,2023-01-14,Login,True
421,2023-04-09,Performance,False
422,2022-05-07,Cancellation,True
422,2023-06-23,Billing,True
425,2022-02-16,Login,True
425,2022-08-19,Cancellation,True
428,2023-07-15,Cancellation,True
430,2023-03-02,Cancellation,True
436,2022-04-25,Login,True
439,2022-05-03,Billing,True
439,2022-06-10,Performance,True
441,2023-02-18,Billing,True
443,2022-11-03,Other,True
444,2023-10-15,Cancellation,False
445,2023-05-09,Cancellation,True
446,2023-03-25,Billing,True
451,2023-11-14,Login,True
452,2023-05-10,Billing,True
456,2023-05-28,Billing,True
456,2023-10-04,Performance,True
458,2023-06-01,Cancellation,True
459,2022-08-09,Other,True
463,2022-12-13,Feature Request,False
466,2023-05-16,Billing,True
467,2022-07-15,Cancellation,True
467,2022-09-03,Performance,True
467,2022-11-26,Billing,True
468,2023-05-11,Billing,True
468,2023-07-07,Billing,True
469,2022-05-24,Billing,True
469,2023-03-26,Login,False
469,2023-07-20,Other,True
470,2023-09-14,Performance,True
472,2022-11-02,Login,True
474,2023-04-13,Performance,True
477,2023-12-14,Feature Request,True
478,2023-05-22,Billing,True
478,2023-06-11,Cancellation,True
480,2023-01-08,Feature Request,True
482,2023-06-10,Billing,True
482,2023-07-03,Login,True
483,2022-04-13,Login,True
483,2022-06-10,Feature Request,True
483,2022-08-13,Other,False
483,2023-06-08,Performance,False
483,2023-09-20,Feature Request,True
484,2022-07-27,Cancellation,True
489,2023-05-11,Performance,True
489,2023-07-28,Cancellation,True
491,2022-11-24,Cancellation,True
492,2023-01-22,Feature Request,True
495,2022-06-26,Feature Request,True
496,2023-04-04,Performance,False
496,2023-08-04,Billing,True
500,2023-05-15,Performance,True
500,2023-09-11,Performance,True
503,2023-10-24,Performance,True
507,2023-02-21,Billing,True
507,2023-03-27,Performance,True
509,2022-10-27,Login,True
509,2022-11-14,Feature Request,True
511,2023-07-06,Feature Request,True
513,2022-06-26,Feature Request,True
513,2022-10-27,Login,True
514,2023-08-15,Cancellation,True
516,2023-02-04,Login,True
517,2023-07-28,Login,True
518,2022-06-08,Billing,True
518,2022-08-13,Login,True
518,2022-10-12,Billing,True
518,2022-11-02,Cancellation,False
520,2023-11-27,Other,True
523,2023-07-23,Login,True
524,2022-09-10,Billing,True
524,2023-07-03,Cancellation,True
526,2023-10-09,Feature Request,True
531,2023-07-05,Feature Request,True
532,2023-03-08,Login,True
532,2023-09-27,Billing,True
532,2023-10-16,Feature Request,True
532,2023-12-20,Feature Request,False
535,2022-11-09,Feature Request,True
535,2023-12-21,Login,True
537,2023-11-08,Billing,True
538,2023-10-24,Feature Request,True
539,2023-06-27,Cancellation,True
541,2022-06-09,Performance,True
547,2022-12-09,Cancellation,True
553,2023-08-24,Billing,True
554,2023-01-24,Cancellation,True
557,2023-05-07,Login,True
558,2023-05-22,Other,False
558,2023-12-12,Billing,True
560,2022-03-28,Performance,True
560,2022-07-12,Billing,True
561,2022-08-28,Performance,True
563,2023-04-12,Performance,True
563,2023-11-03,Billing,True
564,2023-11-06,Performance,True
565,2023-01-26,Cancellation,True
566,2022-07-24,Feature Request,True
566,2022-12-07,Feature Request,False
568,2023-11-16,Login,True
570,2023-08-11,Feature Request,True
570,2023-12-07,Feature Request,True
572,2023-06-27,Billing,True
572,2023-09-02,Performance,True
573,2023-02-20,Billing,False
575,2022-08-28,Billing,False
576,2022-05-12,Cancellation,True
576,2022-11-04,Cancellation,True
576,2022-12-27,Billing,True
576,2023-03-20,Performance,True
581,2023-10-04,Feature Request,True
582,2022-07-11,Login,False
583,2023-10-25,Cancellation,True
586,2022-08-28,Billing,False
586,2022-09-25,Feature Request,True
588,2022-05-06,Billing,False
588,2022-11-01,Feature Request,True
588,2022-12-10,Login,True
591,2022-08-22,Performance,True
594,2022-08-17,Login,True
594,2023-09-23,Feature Request,True
595,2023-05-24,Performance,False
595,2023-10-19,Feature Request,False
596,2022-08-09,Other,True
596,2022-09-05,Other,True
597,2023-12-04,Performance,True
602,2022-09-17,Cancellation,True
602,2023-09-03,Performance,True
602,2023-10-15,Billing,False
603,2023-06-20,Billing,True
604,2023-10-14,Cancellation,False
604,2023-12-07,Performance,False
605,2023-02-09,Other,True
605,2023-03-16,Performance,False
606,2023-11-11,Billing,True
608,2022-06-26,Login,True
609,2023-06-27,Login,True
610,2023-10-20,Performance,True
611,2022-09-27,Login,True
611,2023-06-13,Billing,True
613,2022-08-04,Other,True
614,2023-06-25,Login,True
615,2023-02-10,Billing,True
616,2023-06-23,Feature Request,True
619,2023-05-09,Performance,False
620,2022-12-19,Other,True
620,2023-02-06,Feature Request,True
622,2023-10-01,Login,True
623,2023-07-18,Login,True
625,2023-11-01,Cancellation,True
626,2022-10-03,Performance,True
626,2023-05-17,Performance,True
626,2023-11-06,Feature Request,True
628,2022-05-11,Performance,True
628,2022-09-12,Cancellation,True
629,2022-12-19,Feature Request,True
629,2023-01-28,Other,True
632,2022-08-28,Login,True
632,2023-02-23,Login,True
633,2023-04-19,Cancellation,True
633,2023-09-17,Billing,True
634,2022-05-22,Cancellation,True
636,2023-12-14,Feature Request,True
637,2023-01-06,Login,True
637,2023-04-22,Performance,True
638,2022-08-14,Billing,True
639,2023-09-14,Login,True
642,2022-08-14,Billing,True
645,2023-12-15,Login,True
646,2023-06-28,Cancellation,True
646,2023-10-18,Feature Request,True
647,2023-06-02,Login,True
648,2022-12-05,Other,True
648,2023-08-11,Billing,True
648,2023-12-23,Billing,True
649,2022-05-25,Billing,True
650,2023-02-12,Other,True
651,2023-05-16,Performance,True
653,2023-11-04,Login,True
656,2023-12-20,Performance,True
657,2023-07-05,Feature Request,True
663,2023-12-08,Performance,True
665,2022-08-27,Billing,True
665,2023-05-22,Login,True
667,2022-09-20,Login,True
668,2023-04-10,Cancellation,True
671,2023-02-11,Cancellation,True
671,2023-11-15,Other,True
671,2023-12-20,Billing,False
673,2023-10-20,Feature Request,True
676,2022-12-26,Login,True
678,2023-01-13,Performance,True
679,2023-06-23,Login,False
680,2022-11-20,Other,True
681,2023-08-04,Login,True
683,2023-11-16,Cancellation,False
684,2023-11-25,Other,True
689,2023-10-18,Login,True
698,2023-08-08,Other,True
701,2023-06-08,Performance,True
704,2023-02-17,Performance,True
706,2023-07-25,Billing,True
707,2022-07-11,Other,False
708,2022-07-14,Login,True
708,2023-01-18,Feature Request,True
708,2023-09-11,Other,True
713,2023-08-24,Performance,True
713,2023-10-15,Cancellation,True
714,2023-03-03,Performance,True
720,2023-11-12,Login,True
721,2023-03-15,Performance,False
721,2023-07-01,Billing,False
721,2023-08-28,Other,True
722,2022-09-25,Cancellation,False
722,2023-11-07,Feature Request,True
723,2022-07-03,Feature Request,True
724,2023-06-22,Login,True
724,2023-07-09,Login,True
724,2023-09-21,Other,True
724,2023-11-01,Billing,True
725,2023-12-09,Billing,False
726,2023-02-21,Billing,True
728,2023-06-27,Login,True
729,2022-07-16,Login,True
729,2023-10-17,Cancellation,True
729,2023-11-18,Feature Request,True
731,2023-04-06,Billing,True
733,2023-11-18,Cancellation,True
737,2022-09-24,Feature Request,True
737,2022-10-19,Performance,True
739,2023-12-12,Feature Request,True
741,2023-12-03,Billing,True
742,2023-08-22,Other,True
744,2023-12-21,Feature Request,True
746,2022-01-28,Feature Request,True
746,2022-04-04,Billing,False
750,2023-06-08,Other,True
751,2023-01-15,Feature Request,True
752,2022-12-02,Cancellation,True
752,2023-01-05,Cancellation,True
752,2023-04-25,Login,True
753,2023-11-21,Login,True
754,2022-03-28,Billing,True
754,2022-05-22,Performance,True
754,2023-09-02,Billing,True
756,2022-01-27,Other,True
756,2023-01-23,Performance,True
757,2022-09-08,Feature Request,True
757,2023-01-15,Cancellation,True
760,2023-12-13,Billing,False
762,2023-09-24,Cancellation,True
763,2022-10-01,Billing,False
763,2023-01-11,Login,True
765,2023-11-06,Performance,True
769,2022-12-25,Billing,True
769,2023-04-22,Performance,True
769,2023-09-24,Feature Request,True
771,2023-04-13,Login,True
771,2023-05-09,Login,True
775,2022-04-19,Performance,True
775,2022-07-06,Billing,True
775,2023-04-19,Cancellation,True
776,2022-12-24,Billing,True
780,2023-10-12,Cancellation,True
780,2023-11-28,Performance,True
782,2022-09-23,Login,True
782,2023-01-12,Login,True
783,2023-10-18,Feature Request,True
784,2022-07-17,Billing,False
784,2022-08-08,Feature Request,True
784,2022-11-03,Login,True
785,2023-07-24,Other,True
786,2023-04-06,Login,False
786,2023-09-17,Billing,True
787,2023-04-13,Performance,True
787,2023-06-26,Feature Request,True
789,2023-11-19,Cancellation,True
789,2023-12-26,Performance,True
794,2022-11-27,Cancellation,False
796,2023-05-23,Login,True
800,2022-07-10,Login,True
800,2023-01-08,Billing,False
800,2023-04-20,Cancellation,True
802,2023-02-09,Billing,True
802,2023-06-28,Performance,True
802,2023-12-18,Feature Request,False
803,2022-08-05,Cancellation,True
803,2022-10-11,Feature Request,False
804,2022-05-25,Other,True
804,2022-06-20,Cancellation,True
804,2023-03-27,Login,True
804,2023-09-22,Cancellation,True
804,2023-11-07,Feature Request,True
806,2023-06-22,Cancellation,True
807,2023-06-07,Billing,True
810,2023-07-26,Login,True
810,2023-09-07,Other,True
810,2023-10-24,Login,True
811,2022-04-04,Performance,True
813,2022-11-09,Performance,True
814,2023-01-07,Billing,True
815,2023-01-06,Performance,True
815,2023-12-24,Billing,True
816,2023-11-06,Feature Request,True
816,2023-12-26,Billing,True
821,2023-09-16,Billing,True
822,2023-11-08,Login,True
828,2023-03-01,Performance,True
830,2022-06-06,Billing,True
833,2023-12-19,Feature Request,False
835,2023-12-13,Login,True
836,2023-11-25,Feature Request,False
838,2023-11-03,Login,True
840,2023-08-03,Other,True
841,2023-11-01,Billing,False
842,2022-11-20,Feature Request,False
843,2023-10-11,Billing,True
844,2023-05-09,Performance,False
845,2022-07-03,Cancellation,True
845,2022-08-13,Billing,True
846,2023-09-06,Billing,True
847,2022-03-12,Other,True
847,2022-04-27,Login,True
849,2022-04-17,Performance,True
849,2023-08-25,Performance,True
852,2022-07-18,Login,True
852,2023-07-12,Other,False
854,2022-08-21,Feature Request,True
854,2023-03-09,Billing,True
854,2023-06-27,Login,True
855,2022-08-18,Feature Request,True
856,2023-05-07,Other,True
856,2023-06-19,Feature Request,True
856,2023-10-15,Cancellation,False
856,2023-12-07,Billing,False
857,2022-08-01,Performance,True
857,2023-01-23,Feature Request,True
858,2022-05-14,Feature Request,True
858,2023-12-05,Login,True
859,2023-07-12,Login,True
860,2023-09-23,Performance,True
861,2022-02-18,Performance,False
861,2022-08-23,Performance,True
861,2022-09-26,Login,True
862,2022-11-22,Login,True
862,2023-10-27,Feature Request,True
865,2023-08-18,Login,False
869,2023-12-06,Feature Request,True
870,2022-10-02,Cancellation,True
873,2023-07-02,Billing,True
873,2023-09-26,Performance,True
874,2022-02-01,Performance,True
876,2023-06-17,Performance,False
878,2023-02-13,Billing,True
880,2023-07-06,Login,False
883,2023-11-25,Other,True
884,2022-10-22,Other,False
884,2023-01-13,Billing,True
884,2023-04-02,Login,True
889,2023-11-12,Login,True
890,2023-04-24,Cancellation,True
892,2023-09-13,Cancellation,False
893,2023-11-17,Performance,False
894,2022-03-12,Billing,False
896,2022-07-25,Feature Request,True
898,2022-10-27,Performance,True
898,2022-11-20,Login,True
898,2023-04-03,Login,True
898,2023-08-08,Performance,True
899,2022-06-22,Performance,True
899,2023-05-07,Login,True
901,2023-11-05,Performance,True
902,2023-09-02,Login,True
903,2022-05-23,Performance,True
903,2023-11-11,Feature Request,True
904,2023-10-15,Billing,True
905,2022-09-16,Feature Request,True
906,2022-01-18,Performance,True
906,2022-10-11,Login,True
906,2023-03-21,Billing,True
906,2023-06-11,Login,True
907,2023-10-28,Billing,True
908,2023-02-12,Other,True
908,2023-05-10,Performance,False
912,2022-12-23,Billing,True
914,2023-11-16,Billing,True
915,2022-05-04,Billing,True
915,2023-03-18,Cancellation,True
917,2023-07-15,Cancellation,True
917,2023-10-11,Billing,True
919,2023-04-02,Performance,False
920,2023-11-08,Cancellation,True
926,2022-10-25,Cancellation,True
928,2023-12-05,Feature Request,False
929,2022-12-24,Billing,True
929,2023-03-10,Billing,True
929,2023-04-03,Feature Request,True
930,2023-07-07,Performance,True
930,2023-08-09,Performance,True
938,2023-11-23,Performance,True
939,2023-05-07,Performance,True
939,2023-10-01,Login,True
939,2023-12-11,Login,True
940,2023-02-25,Cancellation,True
943,2023-12-17,Billing,True
944,2023-12-25,Login,True
945,2022-05-21,Performance,True
949,2022-09-21,Performance,True
949,2022-11-26,Performance,True
950,2023-09-01,Feature Request,True
951,2023-04-21,Billing,True
952,2022-04-21,Billing,True
952,2022-06-10,Performance,True
952,2022-11-23,Login,True
954,2023-09-09,Performance,False
955,2022-03-25,Login,True
955,2022-08-17,Cancellation,False
956,2022-07-19,Billing,True
957,2023-11-07,Performance,True
963,2022-07-19,Login,True
965,2023-07-28,Billing,True
966,2022-06-04,Performance,False
968,2022-07-21,Performance,False
968,2022-12-12,Performance,True
968,2023-01-01,Performance,True
969,2022-10-25,Login,False
969,2022-12-03,Cancellation,True
971,2022-12-03,Feature Request,True
973,2023-07-06,Feature Request,True
975,2022-12-22,Performance,True
978,2022-07-13,Performance,True
978,2022-11-04,Performance,False
978,2023-01-13,Billing,True
978,2023-10-06,Performance,True
979,2023-11-11,Performance,True
980,2022-06-05,Billing,False
980,2023-12-19,Cancellation,False
981,2022-11-25,Performance,False
983,2022-12-12,Feature Request,False
983,2023-01-23,Performance,True
991,2023-06-17,Login,True
993,2022-10-02,Cancellation,True
993,2023-06-03,Login,True
993,2023-11-03,Billing,True
994,2022-06-22,Performance,True
994,2022-07-12,Cancellation,True
995,2022-09-16,Other,False
998,2023-11-03,Feature Request,True
999,2023-09-22,Login,True
1003,2023-02-17,Billing,True
1003,2023-10-03,Performance,True
1005,2023-02-01,Feature Request,True
1007,2022-12-17,Billing,False
1007,2023-03-25,Billing,True
1007,2023-11-26,Billing,True
1008,2022-09-09,Other,True
1008,2023-07-23,Performance,True
1009,2023-01-22,Performance,True
1009,2023-02-28,Billing,True
1009,2023-06-26,Feature Request,True
1010,2023-10-26,Billing,True
1010,2023-12-22,Performance,True
1012,2023-02-09,Performance,True
1016,2023-11-14,Login,True
1017,2023-07-14,Login,False
1018,2023-09-22,Billing,True
1018,2023-12-09,Performance,True
1019,2023-06-10,Performance,True
1020,2022-11-24,Login,False
1020,2022-12-13,Cancellation,False
1020,2023-11-03,Feature Request,True
1021,2022-09-09,Performance,True
1024,2023-09-09,Feature Request,True
1026,2023-11-01,Performance,True
1027,2023-05-18,Performance,True
1030,2022-06-22,Login,True
1030,2022-10-08,Performance,True
1030,2023-03-08,Billing,True
1032,2022-12-04,Performance,True
1032,2023-06-18,Login,True
1032,2023-09-24,Cancellation,True
1033,2023-04-14,Login,False
1035,2023-01-21,Other,True
1035,2023-07-16,Billing,True
1036,2023-01-28,Billing,True
1037,2023-12-12,Billing,True
1042,2022-09-20,Login,True
1042,2022-12-05,Cancellation,True
1042,2023-08-04,Billing,True
1043,2023-10-09,Billing,True
1047,2022-08-05,Other,True
1047,2023-01-12,Feature Request,True
1047,2023-10-06,Feature Request,True
1048,2023-10-12,Feature Request,True
1048,2023-11-01,Login,False
1050,2022-06-27,Login,True
1051,2022-05-16,Cancellation,False
1051,2022-11-11,Performance,True
1051,2023-01-27,Billing,True
1051,2023-07-28,Billing,True
1052,2023-05-10,Other,False
1055,2023-01-04,Cancellation,True
1056,2022-08-11,Other,True
1058,2023-04-03,Cancellation,True
1058,2023-07-08,Login,True
1059,2023-06-06,Performance,True
1059,2023-09-26,Performance,False
1060,2023-03-27,Feature Request,True
1063,2023-07-05,Billing,True
1064,2023-10-11,Performance,True
1065,2022-10-18,Login,True
1070,2022-08-27,Performance,True
1070,2022-09-24,Feature Request,True
1074,2022-08-07,Login,True
1074,2023-01-23,Performance,True
1074,2023-04-01,Login,False
1074,2023-11-16,Other,True
1077,2023-11-10,Performance,True
1080,2023-07-15,Billing,True
1081,2022-10-10,Login,False
1081,2022-11-01,Other,False
1082,2023-07-18,Billing,True
1082,2023-10-10,Feature Request,True
1084,2023-02-08,Feature Request,True
1085,2022-06-02,Performance,False
1085,2022-12-05,Billing,True
1085,2023-08-23,Other,True
1088,2022-09-17,Performance,True
1088,2022-10-28,Feature Request,True
1088,2022-11-28,Other,True
1088,2022-12-22,Billing,True
1091,2023-11-03,Performance,True
1092,2022-11-11,Billing,True
1093,2023-08-21,Performance,True
1094,2023-06-02,Login,True
1094,2023-07-03,Feature Request,True
1096,2023-02-17,Other,True
1096,2023-05-08,Billing,True
1098,2022-05-28,Billing,True
1099,2023-10-25,Performance,True
1100,2022-08-06,Performance,True
1100,2023-10-15,Login,True
1100,2023-11-12,Feature Request,False
1102,2023-10-09,Login,False
1103,2022-09-28,Cancellation,True
1103,2023-08-23,Billing,True
1105,2022-08-02,Performance,True
1105,2023-02-03,Feature Request,True
1105,2023-07-23,Other,False
1106,2023-11-03,Login,True
1110,2023-10-17,Performance,True
1113,2022-10-15,Cancellation,True
1113,2022-11-25,Billing,True
1115,2023-12-20,Cancellation,True
1116,2023-12-02,Billing,True
1117,2023-07-01,Feature Request,True
1117,2023-09-05,Billing,True
1120,2022-12-25,Cancellation,True
1122,2022-08-10,Billing,True
1125,2023-05-09,Billing,False
1126,2022-04-01,Cancellation,True
1128,2023-01-14,Cancellation,True
1128,2023-04-11,Billing,True
1128,2023-10-24,Billing,True
1129,2023-10-23,Performance,True
1131,2023-07-11,Billing,True
1133,2023-08-19,Cancellation,True
1137,2023-07-13,Cancellation,True
1137,2023-09-13,Billing,True
1142,2023-07-12,Other,True
1143,2022-12-21,Login,True
